Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result,Max Edge,Edge CDF,Implied Probability Over,Implied Probability Under,Bet Over,Bet Under
2024-11-25,CONSENSUS PICK,Keegan Murray,5.622261627123069,6.5,2.837876382540085,37.85%,62.15%,59.02%,46.30%,-0.2116150185814936,0.1584881211923012,,0.1584881211923012,54,0.5902000000000001,0.46299999999999997,0.69,1.1600000000000001
2024-11-25,CONSENSUS PICK,Myles Turner,6.437159999611343,7.5,2.837876382540085,35.40%,64.60%,53.27%,51.46%,-0.1787013488862513,0.1314279617163031,,0.1314279617163031,62,0.5327000000000001,0.5146000000000001,0.8799999999999999,0.94
2024-11-25,CONSENSUS PICK,Dyson Daniels,4.00534372060192,4.5,2.837876382540085,43.08%,56.92%,60.63%,44.25%,-0.1754863603667533,0.1267092716621334,,0.1267092716621334,64,0.6063000000000001,0.4425,0.6499999999999999,1.2599999999999998
2024-11-25,CONSENSUS PICK,T.J. McConnell,3.658875800763633,2.5,2.837876382540085,65.85%,34.15%,56.14%,49.02%,0.097091871275093,-0.1486914584783953,,0.097091871275093,77,0.5614,0.4902,0.78,1.04
2024-11-25,CONSENSUS PICK,Russell Westbrook,4.813209795842167,4.5,2.837876382540085,54.39%,45.61%,45.87%,59.02%,0.0852255064869217,-0.1341050372434265,,0.0852255064869217,83,0.4587,0.5902000000000001,1.1800000000000002,0.69
2024-11-25,CONSENSUS PICK,Derrick White,4.529340416716177,4.5,2.837876382540085,50.41%,49.59%,42.37%,62.69%,0.0803957227654457,-0.1309902079665588,,0.0803957227654457,87,0.42369999999999997,0.6269,1.3599999999999999,0.6000000000000001
2024-11-25,CONSENSUS PICK,Brandon Miller,4.305542883536877,5.5,2.837876382540085,33.69%,66.31%,46.73%,58.33%,-0.1303750168971391,0.0797519639376375,,0.0797519639376375,88,0.4673,0.5832999999999999,1.1400000000000001,0.71
2024-11-25,CONSENSUS PICK,Toumani Camara,4.431549577348934,5.5,2.837876382540085,35.33%,64.67%,47.17%,57.98%,-0.1184241912410529,0.0668941452603965,,0.0668941452603965,94,0.4717,0.5798,1.12,0.72
2024-11-25,CONSENSUS PICK,Mikal Bridges,4.697054320374061,4.5,2.837876382540085,52.77%,47.23%,46.30%,58.68%,0.0647162458049109,-0.1144560682720061,,0.0647162458049109,95,0.46299999999999997,0.5868,1.1600000000000001,0.7
2024-11-25,CONSENSUS PICK,Cody Martin,4.034969696158012,4.5,2.837876382540085,43.49%,56.51%,54.13%,50.98%,-0.1063659278576629,0.0552776026193108,,0.0552776026193108,97,0.5413,0.5097999999999999,0.8500000000000001,0.96
