Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result,Max Edge,Edge CDF,Implied Probability Over,Implied Probability Under,Bet Over,Bet Under
2024-11-27,CONSENSUS PICK,Alperen Sengun,9.235207216455631,10.5,2.837876382540085,32.79%,67.21%,49.02%,56.14%,-0.1622828947220539,0.1106833075187516,,0.1106833075187516,68,0.4902,0.5614,1.04,0.78
2024-11-27,CONSENSUS PICK,Jordan Poole,3.435336655820441,2.5,2.837876382540085,62.91%,37.09%,52.38%,52.38%,0.1053357167151943,-0.152954764334242,,0.1053357167151943,71,0.5238,0.5238,0.9099999999999999,0.9099999999999999
2024-11-27,CONSENSUS PICK,Terance Mann,2.73001001316676,3.5,2.837876382540085,39.31%,60.69%,54.55%,50.50%,-0.1523844358930917,0.1019793953890413,,0.1019793953890413,74,0.5455,0.505,0.8300000000000001,0.98
2024-11-27,CONSENSUS PICK,Dennis Schroder,4.057142931721808,3.5,2.837876382540085,57.78%,42.22%,49.50%,56.52%,0.0827721633268507,-0.1430390595816935,,0.0827721633268507,85,0.495,0.5652,1.02,0.77
2024-11-27,CONSENSUS PICK,OG Anunoby,4.182564830523663,5.5,2.837876382540085,32.12%,67.88%,45.45%,59.68%,-0.1333049562642523,0.0819853081704107,,0.0819853081704107,87,0.4545,0.5968,1.2000000000000002,0.6799999999999999
2024-11-27,CONSENSUS PICK,Scottie Barnes,7.591748364967768,6.5,2.837876382540085,64.98%,35.02%,58.33%,46.73%,0.0664390802860596,-0.1170621332455612,,0.0664390802860596,94,0.5832999999999999,0.4673,0.71,1.1400000000000001
2024-11-27,CONSENSUS PICK,Anthony Edwards,5.604409295681367,5.5,2.837876382540085,51.47%,48.53%,45.05%,60.00%,0.0642238629463874,-0.1146743133968379,,0.0642238629463874,95,0.45049999999999996,0.6,1.2200000000000002,0.6699999999999999
2024-11-27,CONSENSUS PICK,Chris Paul,2.6759346351687268,3.5,2.837876382540085,38.58%,61.42%,50.50%,55.56%,-0.1191881039531603,0.0586820533480998,,0.0586820533480998,97,0.505,0.5556,0.98,0.8
2024-11-27,CONSENSUS PICK,Kyrie Irving,4.995964509551705,4.5,2.837876382540085,56.94%,43.06%,51.46%,53.27%,0.0548051690837336,-0.1020785562536819,,0.0548051690837336,98,0.5146000000000001,0.5327000000000001,0.94,0.8799999999999999
2024-11-27,CONSENSUS PICK,Tobias Harris,5.901709291876664,6.5,2.837876382540085,41.65%,58.35%,51.46%,53.27%,-0.0980505621772818,0.0507771750073335,,0.0507771750073335,99,0.5146000000000001,0.5327000000000001,0.94,0.8799999999999999
