Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result,Max Edge,Edge CDF,Implied Probability Over,Implied Probability Under,Bet Over,Bet Under
2024-11-20,CONSENSUS PICK,Ivica Zubac,9.452974610931392,11.5,2.837876382540085,23.54%,76.46%,50.98%,54.95%,-0.2744485043071906,0.2150950331890135,,0.2150950331890135,22,0.5097999999999999,0.5495,0.96,0.8200000000000001
2024-11-20,CONSENSUS PICK,Nikola Vucevic,8.012362780577028,9.5,2.837876382540085,30.01%,69.99%,56.90%,49.02%,-0.2688985439013384,0.2097369482285865,,0.2097369482285865,26,0.569,0.4902,0.76,1.04
2024-11-20,CONSENSUS PICK,Josh Giddey,4.323264465178501,6.5,2.837876382540085,22.15%,77.85%,45.87%,60.00%,-0.23718367441783,0.1784680780875548,,0.1784680780875548,43,0.4587,0.6,1.1800000000000002,0.6699999999999999
2024-11-20,CONSENSUS PICK,Devin Booker,4.807288510746891,3.5,2.837876382540085,67.75%,32.25%,50.98%,54.95%,0.1676738359771404,-0.2270273070953175,,0.1676738359771404,47,0.5097999999999999,0.5495,0.96,0.8200000000000001
2024-11-20,CONSENSUS PICK,Andrew Wiggins,4.877153002190648,4.5,2.837876382540085,55.29%,44.71%,42.37%,63.50%,0.1291348458279158,-0.1879001557376028,,0.1291348458279158,57,0.42369999999999997,0.635,1.3599999999999999,0.5700000000000001
2024-11-20,CONSENSUS PICK,Giannis Antetokounmpo,11.467981562813094,12.5,2.837876382540085,35.81%,64.19%,53.05%,53.05%,-0.1724599884367533,0.1114271245869881,,0.1114271245869881,67,0.5305,0.5305,0.8899999999999999,0.8899999999999999
2024-11-20,CONSENSUS PICK,Jalen Johnson,7.849699115672732,8.5,2.837876382540085,40.94%,59.06%,57.98%,48.08%,-0.1704559733187941,0.109854809776454,,0.109854809776454,69,0.5798,0.4808,0.72,1.08
2024-11-20,CONSENSUS PICK,Trae Young,3.67531936255331,3.5,2.837876382540085,52.46%,47.54%,42.02%,64.03%,0.1044622663122629,-0.1649181033233263,,0.1044622663122629,76,0.4202,0.6403,1.38,0.56
2024-11-20,CONSENSUS PICK,Jarrett Allen,9.460898323585663,10.5,2.837876382540085,35.71%,64.29%,51.46%,54.55%,-0.1574382724753796,0.0974206202247177,,0.0974206202247177,78,0.5146000000000001,0.5455,0.94,0.8300000000000001
2024-11-20,CONSENSUS PICK,Toumani Camara,4.42745859950072,5.5,2.837876382540085,35.27%,64.73%,50.00%,56.14%,-0.1472616837306827,0.0858581749587529,,0.0858581749587529,81,0.5,0.5614,1.0,0.78
