Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result,Max Edge,Edge CDF,Implied Probability Over,Implied Probability Under,Bet Over,Bet Under
2024-12-02,CONSENSUS PICK,Jalen Johnson,7.197412471429456,9.5,2.837876382540085,20.86%,79.14%,49.50%,56.52%,-0.2864748935091942,0.2262079972543513,,0.2262079972543513,10,0.495,0.5652,1.02,0.77
2024-12-02,CONSENSUS PICK,Dyson Daniels,3.4143156053255623,4.5,2.837876382540085,35.10%,64.90%,59.68%,46.30%,-0.2457546269854652,0.1860174704741151,,0.1860174704741151,38,0.5968,0.46299999999999997,0.6799999999999999,1.1600000000000001
2024-12-02,CONSENSUS PICK,Rui Hachimura,3.483814010662005,5.5,2.837876382540085,23.87%,76.13%,43.48%,62.41%,-0.1960718709208247,0.1372291118492327,,0.1372291118492327,60,0.43479999999999996,0.6241,1.2999999999999998,0.6000000000000001
2024-12-02,CONSENSUS PICK,Jalen Wilson,3.765618697722137,5.5,2.837876382540085,27.05%,72.95%,46.30%,59.68%,-0.1924143562223166,0.1326771997109666,,0.1326771997109666,66,0.46299999999999997,0.5968,1.1600000000000001,0.6799999999999999
2024-12-02,CONSENSUS PICK,Anthony Edwards,6.063556025230301,5.5,2.837876382540085,57.87%,42.13%,46.30%,59.68%,0.1157428390013744,-0.1754799955127245,,0.1157428390013744,71,0.46299999999999997,0.5968,1.1600000000000001,0.6799999999999999
2024-12-02,CONSENSUS PICK,Dennis Schroder,2.706997821755307,3.5,2.837876382540085,39.00%,61.00%,54.95%,50.98%,-0.159594068278381,0.100240597160204,,0.100240597160204,76,0.5495,0.5097999999999999,0.8200000000000001,0.96
2024-12-02,CONSENSUS PICK,Dejounte Murray,4.573302546572024,5.5,2.837876382540085,37.20%,62.80%,53.05%,53.05%,-0.1585108222345951,0.0974779583848298,,0.0974779583848298,81,0.5305,0.5305,0.8899999999999999,0.8899999999999999
2024-12-02,CONSENSUS PICK,Rudy Gobert,12.766978229332674,11.5,2.837876382540085,67.24%,32.76%,58.68%,47.17%,0.0855880877956531,-0.1440630605073326,,0.0855880877956531,89,0.5868,0.4717,0.7,1.12
2024-12-02,CONSENSUS PICK,Cameron Johnson,4.145819182085286,4.5,2.837876382540085,45.03%,54.97%,59.35%,46.73%,-0.1431569225155281,0.0823712679300103,,0.0823712679300103,93,0.5935,0.4673,0.6799999999999999,1.1400000000000001
2024-12-02,CONSENSUS PICK,Tyler Herro,4.446172022378638,5.5,2.837876382540085,35.52%,64.48%,48.54%,57.63%,-0.1302461771770298,0.0685380975324683,,0.0685380975324683,97,0.4854,0.5763,1.06,0.74
