Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result,Max Edge,Edge CDF,Implied Probability Over,Implied Probability Under,Bet Over,Bet Under
2024-12-04,CONSENSUS PICK,Jalen Duren,10.621955565958352,8.5,2.837876382540085,77.27%,22.73%,56.14%,50.00%,0.211283939766105,-0.2726874485380349,,0.211283939766105,15,0.5614,0.5,0.78,1.0
2024-12-04,CONSENSUS PICK,Wendell Carter Jr.,6.146649683918748,7.5,2.837876382540085,31.67%,68.33%,51.46%,54.55%,-0.1978423090628377,0.1378246568121758,,0.1378246568121758,54,0.5146000000000001,0.5455,0.94,0.8300000000000001
2024-12-04,CONSENSUS PICK,Jalen Suggs,3.1066969436727363,4.5,2.837876382540085,31.17%,68.83%,47.62%,58.33%,-0.1644655077696699,0.1049416982458604,,0.1049416982458604,68,0.47619999999999996,0.5832999999999999,1.1,0.71
2024-12-04,CONSENSUS PICK,Anthony Edwards,5.996018979353974,4.5,2.837876382540085,70.10%,29.90%,59.68%,46.30%,0.1041850621003276,-0.1639222186116777,,0.1041850621003276,71,0.5968,0.46299999999999997,0.6799999999999999,1.1600000000000001
2024-12-04,CONSENSUS PICK,Jimmy Butler,5.897130390557392,4.5,2.837876382540085,68.88%,31.12%,59.35%,46.73%,0.0952558854602885,-0.1560415400458063,,0.0952558854602885,77,0.5935,0.4673,0.6799999999999999,1.1400000000000001
2024-12-04,CONSENSUS PICK,Franz Wagner,5.65420887268878,6.5,2.837876382540085,38.28%,61.72%,53.05%,53.05%,-0.1476788304987465,0.0866459666489812,,0.0866459666489812,82,0.5305,0.5305,0.8899999999999999,0.8899999999999999
2024-12-04,CONSENSUS PICK,Jaden McDaniels,3.803947291811794,3.5,2.837876382540085,54.26%,45.74%,45.87%,60.00%,0.0839310800318425,-0.1426466763621178,,0.0839310800318425,85,0.4587,0.6,1.1800000000000002,0.6699999999999999
2024-12-04,CONSENSUS PICK,Bam Adebayo,9.56423604687228,10.5,2.837876382540085,37.08%,62.92%,51.46%,54.55%,-0.1437652388110641,0.0837475865604022,,0.0837475865604022,87,0.5146000000000001,0.5455,0.94,0.8300000000000001
2024-12-04,CONSENSUS PICK,Cade Cunningham,4.608586679142435,5.5,2.837876382540085,37.67%,62.33%,50.98%,54.95%,-0.1330862407168017,0.0737327695986247,,0.0737327695986247,92,0.5097999999999999,0.5495,0.96,0.8200000000000001
2024-12-04,CONSENSUS PICK,Obi Toppin,4.183575354522404,3.5,2.837876382540085,59.52%,40.48%,53.05%,53.05%,0.0646578255072513,-0.1256906893570166,,0.0646578255072513,96,0.5305,0.5305,0.8899999999999999,0.8899999999999999
