Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Giannis Antetokounmpo,MIL,CHI,12.5,-113,-113,1
Damian Lillard,MIL,CHI,3.5,-160,124,1
Coby White,CHI,MIL,3.5,118,-150,0
Brook Lopez,MIL,CHI,4.5,-128,100,1
Zach LaVine,CHI,MIL,4.5,-138,108,0
Nikola Vucevic,CHI,MIL,9.5,-132,104,0
Taurean Prince,MIL,CHI,3.5,-160,124,1
Josh Giddey,CHI,MIL,6.5,118,-150,0
Evan Mobley,CLE,NOP,8.5,100,-128,1
Donovan Mitchell,CLE,NOP,3.5,-146,114,1
Javonte Green,NOP,CLE,5.5,-115,-111,0
Jarrett Allen,CLE,NOP,10.5,-106,-120,1
Fred VanVleet,HOU,IND,4.5,124,-160,1
Myles Turner,IND,HOU,7.5,108,-138,0
Tyrese Haliburton,IND,HOU,3.5,-140,110,0
Pascal Siakam,IND,HOU,7.5,116,-148,0
Dillon Brooks,HOU,IND,3.5,124,-160,1
Bennedict Mathurin,IND,HOU,5.5,-130,102,0
Alperen Sengun,HOU,IND,10.5,-142,112,1
Jabari Smith Jr.,HOU,IND,6.5,110,-140,1
Joel Embiid,PHI,MEM,8.5,-122,-104,0
Scotty Pippen Jr.,MEM,PHI,3.5,118,-150,1
Brandon Clarke,MEM,PHI,5.5,112,-142,1
Paul George,PHI,MEM,5.5,-113,-113,0
Jaren Jackson Jr.,MEM,PHI,6.5,122,-156,1
Jaylen Wells,MEM,PHI,3.5,118,-150,1
Desmond Bane,MEM,PHI,4.5,-142,112,1
Shai Gilgeous-Alexander,OKC,POR,5.5,104,-132,1
Jerami Grant,POR,OKC,3.5,124,-160,0
Donovan Clingan,POR,OKC,8.5,112,-142,0
Toumani Camara,POR,OKC,5.5,100,-128,0
Luguentz Dort,OKC,POR,4.5,-122,-104,1
Jalen Williams,OKC,POR,6.5,-106,-120,1
Mikal Bridges,NYK,PHX,4.5,124,-160,0
Ryan Dunn,PHX,NYK,3.5,-132,104,1
Josh Hart,NYK,PHX,9.5,112,-142,0
Jalen Brunson,NYK,PHX,3.5,136,-174,0
Karl-Anthony Towns,NYK,PHX,11.5,-122,-104,0
Oso Ighodaro,PHX,NYK,5.5,122,-156,1
OG Anunoby,NYK,PHX,5.5,112,-142,0
Devin Booker,PHX,NYK,3.5,-104,-122,1
Tyus Jones,PHX,NYK,2.5,112,-142,1
Jalen Johnson,ATL,GSW,8.5,-138,108,0
Clint Capela,ATL,GSW,8.5,106,-136,0
Trayce Jackson-Davis,GSW,ATL,4.5,-130,102,1
Trae Young,ATL,GSW,3.5,138,-178,0
Onyeka Okongwu,ATL,GSW,6.5,-118,-108,0
Stephen Curry,GSW,ATL,5.5,122,-156,1
Dyson Daniels,ATL,GSW,5.5,128,-164,0
Buddy Hield,GSW,ATL,3.5,-113,-113,1
Draymond Green,GSW,ATL,6.5,-132,104,1
Andrew Wiggins,GSW,ATL,4.5,136,-174,1
Jalen Suggs,ORL,LAC,3.5,-154,120,0
Franz Wagner,ORL,LAC,5.5,-113,-113,0
Ivica Zubac,LAC,ORL,11.5,-104,-122,1
Derrick Jones,LAC,ORL,2.5,-154,120,1
Wendell Carter Jr.,ORL,LAC,6.5,-130,102,0
Kentavious Caldwell-Pope,ORL,LAC,2.5,100,-128,0
Terance Mann,LAC,ORL,4.5,124,-160,1
James Harden,LAC,ORL,6.5,-104,-122,1
Kris Dunn,LAC,ORL,3.5,-118,-108,1
