Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Jaylen Brown,BOS,CLE,5.5,-130,100,1
Al Horford,BOS,CLE,5.5,-120,-108,1
Darius Garland,CLE,BOS,2.5,-137,106,0
Jayson Tatum,BOS,CLE,8.5,-149,115,1
Evan Mobley,CLE,BOS,9.5,110,-143,0
Donovan Mitchell,CLE,BOS,4.5,-110,-118,0
Jrue Holiday,BOS,CLE,4.5,117,-152,1
Derrick White,BOS,CLE,4.5,-103,-125,1
Jarrett Allen,CLE,BOS,10.5,-128,-101,0
Isaac Okoro,CLE,BOS,2.5,103,-133,0
Miles Bridges,CHA,BKN,6.5,-102,-127,0
LaMelo Ball,CHA,BKN,5.5,-118,-110,0
Cam Thomas,BKN,CHA,3.5,-128,-101,1
Ben Simmons,BKN,CHA,6.5,-114,-114,1
Dennis Schroder,BKN,CHA,3.5,-106,-122,1
Cameron Johnson,BKN,CHA,4.5,-103,-125,1
Dorian Finney-Smith,BKN,CHA,4.5,-123,-105,1
Brandon Miller,CHA,BKN,4.5,-152,116,0
Grant Williams,CHA,BKN,5.5,109,-141,0
Josh Green,CHA,BKN,3.5,122,-159,0
Ziaire Williams,BKN,CHA,4.5,-118,-110,1
Jalen Wilson,BKN,CHA,4.5,130,-169,1
Desmond Bane,MEM,DEN,5.5,107,-139,1
Jaren Jackson Jr.,MEM,DEN,6.5,-110,-118,1
Scotty Pippen Jr.,MEM,DEN,3.5,-101,-128,1
Jamal Murray,DEN,MEM,4.5,-115,-112,0
Michael Porter Jr.,DEN,MEM,6.5,-132,102,0
Christian Braun,DEN,MEM,5.5,103,-133,0
Dario Saric,DEN,MEM,7.5,-108,-120,0
Brandon Clarke,MEM,DEN,6.5,110,-143,1
Russell Westbrook,DEN,MEM,3.5,-156,120,0
Peyton Watson,DEN,MEM,5.5,118,-154,0
Luka Doncic,DAL,NOP,7.5,-132,102,1
Trey Murphy III,NOP,DAL,4.5,-156,121,0
Brandon Ingram,NOP,DAL,5.5,103,-133,0
Yves Missi,NOP,DAL,7.5,100,-130,0
Javonte Green,NOP,DAL,4.5,-111,-116,0
B.J. Boston Jr.,NOP,DAL,4.5,-152,117,0
Zach Collins,SAS,OKC,7.5,115,-149,1
Jalen Williams,OKC,SAS,6.5,-114,-114,0
Stephon Castle,SAS,OKC,3.5,-130,101,1
Harrison Barnes,SAS,OKC,4.5,107,-139,1
Chris Paul,SAS,OKC,4.5,120,-156,1
Luguentz Dort,OKC,SAS,4.5,-135,104,0
Julian Champagnie,SAS,OKC,4.5,-149,115,1
Shai Gilgeous-Alexander,OKC,SAS,5.5,-143,110,0
LeBron James,LAL,UTA,8.5,-109,-119,1
Austin Reaves,LAL,UTA,3.5,-141,109,1
Collin Sexton,UTA,LAL,2.5,112,-145,0
Keyonte George,UTA,LAL,2.5,-103,-125,0
Rui Hachimura,LAL,UTA,4.5,-145,111,1
John Collins,UTA,LAL,8.5,-130,100,0
Kyle Filipowski,UTA,LAL,5.5,-102,-127,0
Lauri Markkanen,UTA,LAL,6.5,-145,112,0
Cam Reddish,LAL,UTA,2.5,115,-149,1
Anthony Davis,LAL,UTA,12.5,-106,-122,1
Jordan Clarkson,UTA,LAL,3.5,122,-159,0
