Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Cade Cunningham,DET,CLE,4.5,106,-130,0
Tim Hardaway Jr.,DET,CLE,2.5,-115,-105,0
Malik Beasley,DET,CLE,2.5,118,-144,0
Jalen Duren,DET,CLE,10.5,-115,-105,0
Evan Mobley,CLE,DET,9.5,104,-128,1
Donovan Mitchell,CLE,DET,4.5,126,-154,1
Jaden Ivey,DET,CLE,2.5,-154,126,0
Georges Niang,CLE,DET,2.5,152,-188,1
Tobias Harris,DET,CLE,5.5,-142,116,0
Isaiah Stewart II,DET,CLE,4.5,-114,-106,0
Caris LeVert,CLE,DET,3.5,-148,120,1
Aaron Nesmith,IND,NYK,3.5,-138,112,0
Karl-Anthony Towns,NYK,IND,10.5,-118,-104,1
Pascal Siakam,IND,NYK,7.5,-128,104,0
Mikal Bridges,NYK,IND,4.5,-102,-120,1
Myles Turner,IND,NYK,7.5,-104,-115,0
Jalen Brunson,NYK,IND,3.5,-102,-120,1
Andrew Nembhard,IND,NYK,2.5,-110,-110,0
OG Anunoby,NYK,IND,4.5,-140,114,1
Josh Hart,NYK,IND,8.5,100,-122,1
Tyrese Haliburton,IND,NYK,4.5,132,-162,0
Bennedict Mathurin,IND,NYK,3.5,-120,-102,0
Damian Lillard,MIL,CHI,4.5,120,-154,1
Giannis Antetokounmpo,MIL,CHI,11.5,104,-132,1
Patrick Williams,CHI,MIL,3.5,102,-130,0
Josh Giddey,CHI,MIL,6.5,-104,-122,0
Nikola Vucevic,CHI,MIL,10.5,-115,-111,0
Zach LaVine,CHI,MIL,4.5,-104,-122,0
Taurean Prince,MIL,CHI,3.5,102,-130,1
Coby White,CHI,MIL,3.5,-154,120,0
Brook Lopez,MIL,CHI,5.5,126,-162,1
Santi Aldama,MEM,HOU,6.5,114,-146,0
Brandon Clarke,MEM,HOU,4.5,-113,-113,0
Ja Morant,MEM,HOU,5.5,-140,110,0
Dillon Brooks,HOU,MEM,3.5,124,-160,1
Desmond Bane,MEM,HOU,4.5,-104,-122,0
Jalen Green,HOU,MEM,4.5,-162,126,1
Zach Edey,MEM,HOU,6.5,-138,108,0
Jabari Smith Jr.,HOU,MEM,6.5,-125,-102,1
Marcus Smart,MEM,HOU,2.5,-166,130,0
Alperen Sengun,HOU,MEM,10.5,114,-146,1
Amen Thompson,HOU,MEM,5.5,116,-148,1
Tari Eason,HOU,MEM,3.5,-154,120,1
Fred VanVleet,HOU,MEM,3.5,-118,-108,1
Jonathan Kuminga,GSW,UTA,4.5,-113,-113,0
Collin Sexton,UTA,GSW,2.5,126,-162,1
Trayce Jackson-Davis,GSW,UTA,5.5,-130,102,0
Taylor Hendricks,UTA,GSW,5.5,102,-130,1
Keyonte George,UTA,GSW,2.5,-154,120,1
Lauri Markkanen,UTA,GSW,7.5,-120,-106,1
Walker Kessler,UTA,GSW,8.5,-142,112,1
Stephen Curry,GSW,UTA,4.5,114,-146,0
Andrew Wiggins,GSW,UTA,3.5,-146,114,0
Anthony Davis,LAL,PHX,12.5,-130,102,1
Devin Booker,PHX,LAL,3.5,-146,114,0
D'Angelo Russell,LAL,PHX,2.5,-125,-102,1
Jusuf Nurkic,PHX,LAL,9.5,-113,-113,0
Kevin Durant,PHX,LAL,5.5,-130,102,0
Tyus Jones,PHX,LAL,2.5,104,-132,0
Austin Reaves,LAL,PHX,4.5,114,-146,1
LeBron James,LAL,PHX,6.5,-113,-113,1
Bradley Beal,PHX,LAL,4.5,104,-132,0
Rui Hachimura,LAL,PHX,4.5,-104,-122,1
Toumani Camara,POR,NOP,4.5,-148,116,1
Scoot Henderson,POR,NOP,2.5,-138,108,1
Brandon Ingram,NOP,POR,5.5,112,-142,0
Anfernee Simons,POR,NOP,3.5,128,-164,1
Deandre Ayton,POR,NOP,10.5,-125,-102,1
Deni Avdija,POR,NOP,6.5,-148,116,1
C.J. McCollum,NOP,POR,4.5,124,-160,0
Zion Williamson,NOP,POR,6.5,110,-140,0
Jerami Grant,POR,NOP,3.5,120,-154,1
Herb Jones,NOP,POR,4.5,134,-172,0
Jordan Hawkins,NOP,POR,3.5,130,-166,0
