Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Josh Giddey,CHI,WAS,6.5,102,-130,0
Kyle Kuzma,WAS,CHI,6.5,-115,-111,1
Nikola Vucevic,CHI,WAS,11.5,112,-142,0
Ayo Dosunmu,CHI,WAS,3.5,-113,-113,0
Jonas Valanciunas,WAS,CHI,7.5,-120,-106,1
Coby White,CHI,WAS,3.5,106,-136,0
Zach LaVine,CHI,WAS,4.5,-142,112,0
Alex Sarr,WAS,CHI,7.5,114,-148,1
Bilal Coulibaly,WAS,CHI,6.5,124,-158,1
Malcolm Brogdon,WAS,CHI,3.5,112,-142,1
Terry Rozier,MIA,MIL,3.5,-102,-125,1
Jimmy Butler,MIA,MIL,5.5,120,-154,1
Brook Lopez,MIL,MIA,5.5,130,-166,0
Jaime Jaquez Jr.,MIA,MIL,4.5,104,-132,1
Giannis Antetokounmpo,MIL,MIA,11.5,-102,-125,0
Tyler Herro,MIA,MIL,4.5,-130,102,1
Taurean Prince,MIL,MIA,3.5,-108,-118,0
Damian Lillard,MIL,MIA,3.5,-128,100,0
Bam Adebayo,MIA,MIL,10.5,-104,-122,1
Bobby Portis,MIL,MIA,7.5,-113,-113,0
Anthony Edwards,MIN,HOU,5.5,102,-130,1
Alperen Sengun,HOU,MIN,9.5,-106,-120,0
Jalen Green,HOU,MIN,4.5,-118,-108,0
Rudy Gobert,MIN,HOU,11.5,-106,-120,1
Jaden McDaniels,MIN,HOU,3.5,-146,114,1
Julius Randle,MIN,HOU,6.5,-128,100,1
Donte DiVincenzo,MIN,HOU,3.5,112,-142,1
Fred VanVleet,HOU,MIN,3.5,106,-136,0
Amen Thompson,HOU,MIN,6.5,-104,-120,0
Naz Reid,MIN,HOU,4.5,-128,100,1
Jabari Smith Jr.,HOU,MIN,6.5,-104,-122,0
Keldon Johnson,SAS,UTA,4.5,-128,100,0
Victor Wembanyama,SAS,UTA,10.5,114,-146,0
Julian Champagnie,SAS,UTA,4.5,-113,-113,0
Harrison Barnes,SAS,UTA,4.5,114,-146,0
Drew Eubanks,UTA,SAS,4.5,104,-132,1
Lauri Markkanen,UTA,SAS,7.5,120,-154,1
Chris Paul,SAS,UTA,3.5,118,-150,0
Walker Kessler,UTA,SAS,10.5,-104,-122,1
John Collins,UTA,SAS,8.5,-132,104,1
Kevin Durant,PHX,LAL,5.5,-113,-113,1
Tyus Jones,PHX,LAL,2.5,100,-128,1
Anthony Davis,LAL,PHX,11.5,-115,-111,0
Rui Hachimura,LAL,PHX,4.5,104,-132,0
Jusuf Nurkic,PHX,LAL,8.5,-122,-104,1
Austin Reaves,LAL,PHX,3.5,106,-136,0
Bradley Beal,PHX,LAL,3.5,106,-136,1
Devin Booker,PHX,LAL,3.5,-102,-125,1
LeBron James,LAL,PHX,7.5,104,-132,0
