Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Isaiah Stewart II,DET,CHA,5.5,-128,-101,0
Simone Fontecchio,DET,CHA,3.5,113,-147,0
Franz Wagner,ORL,IND,5.5,-135,104,0
Myles Turner,IND,ORL,7.5,-110,-118,1
Tyrese Haliburton,IND,ORL,4.5,-110,-118,1
Andrew Nembhard,IND,ORL,2.5,-143,110,1
Bennedict Mathurin,IND,ORL,5.5,110,-143,1
Kentavious Caldwell-Pope,ORL,IND,2.5,-141,108,0
Pascal Siakam,IND,ORL,7.5,-143,110,1
Jalen Suggs,ORL,IND,5.5,120,-156,0
Anthony Black,ORL,IND,2.5,-132,102,0
Jonathan Isaac,ORL,IND,4.5,107,-139,0
Trae Young,ATL,NYK,2.5,-156,120,1
Jalen Brunson,NYK,ATL,3.5,107,-139,0
Josh Hart,NYK,ATL,9.5,-135,105,0
OG Anunoby,NYK,ATL,4.5,-118,-110,0
Mikal Bridges,NYK,ATL,4.5,115,-149,0
Clint Capela,ATL,NYK,8.5,112,-145,1
Dyson Daniels,ATL,NYK,4.5,104,-135,1
Jalen Johnson,ATL,NYK,8.5,106,-137,1
Karl-Anthony Towns,NYK,ATL,11.5,106,-137,0
Al Horford,BOS,GSW,5.5,-123,-105,1
Draymond Green,GSW,BOS,6.5,113,-147,0
Stephen Curry,GSW,BOS,3.5,-128,-101,0
Jayson Tatum,BOS,GSW,7.5,-128,-101,1
Derrick White,BOS,GSW,4.5,107,-139,1
Trayce Jackson-Davis,GSW,BOS,4.5,-127,-102,0
Jrue Holiday,BOS,GSW,4.5,-122,-106,1
Buddy Hield,GSW,BOS,3.5,-103,-125,0
Andrew Wiggins,GSW,BOS,4.5,112,-145,0
Jonathan Kuminga,GSW,BOS,3.5,-161,123,0
Jarrett Allen,CLE,NOP,11.5,-123,-105,0
Evan Mobley,CLE,NOP,8.5,-115,-112,0
Donovan Mitchell,CLE,NOP,3.5,-137,106,0
Darius Garland,CLE,NOP,2.5,-149,115,0
Jabari Smith Jr.,HOU,SAS,7.5,109,-141,1
Alperen Sengun,HOU,SAS,10.5,-109,-119,1
Jalen Green,HOU,SAS,5.5,122,-159,1
Victor Wembanyama,SAS,HOU,12.5,103,-133,0
Dillon Brooks,HOU,SAS,3.5,-110,-118,1
Stephon Castle,SAS,HOU,3.5,-103,-125,0
Fred VanVleet,HOU,SAS,3.5,-123,-105,1
Harrison Barnes,SAS,HOU,4.5,113,-147,0
Chris Paul,SAS,HOU,4.5,118,-154,0
Keldon Johnson,SAS,HOU,5.5,-111,-116,0
Julian Champagnie,SAS,HOU,5.5,124,-161,0
Malaki Branham,SAS,HOU,2.5,104,-135,0
D'Angelo Russell,LAL,MEM,2.5,-152,116,0
LeBron James,LAL,MEM,7.5,110,-143,0
Jaren Jackson Jr.,MEM,LAL,5.5,-105,-123,1
Anthony Davis,LAL,MEM,12.5,-112,-115,0
Ja Morant,MEM,LAL,5.5,107,-139,1
Austin Reaves,LAL,MEM,4.5,-105,-123,0
Zach Edey,MEM,LAL,7.5,-110,-118,1
Jaylen Wells,MEM,LAL,4.5,-103,-125,1
Santi Aldama,MEM,LAL,6.5,-139,107,1
Zach LaVine,CHI,DAL,4.5,-112,-115,0
Nikola Vucevic,CHI,DAL,10.5,-115,-112,0
Patrick Williams,CHI,DAL,4.5,106,-137,0
Coby White,CHI,DAL,3.5,-135,104,0
Kyrie Irving,DAL,CHI,4.5,-112,-115,1
Josh Giddey,CHI,DAL,6.5,-128,-101,0
Klay Thompson,DAL,CHI,3.5,-115,-112,1
Luka Doncic,DAL,CHI,9.5,104,-135,1
Daniel Gafford,DAL,CHI,7.5,-116,-111,1
Michael Porter Jr.,DEN,OKC,6.5,-164,125,1
Luguentz Dort,OKC,DEN,3.5,-112,-115,0
Shai Gilgeous-Alexander,OKC,DEN,6.5,113,-147,0
Christian Braun,DEN,OKC,4.5,100,-130,1
Chet Holmgren,OKC,DEN,10.5,-102,-127,0
Peyton Watson,DEN,OKC,4.5,-114,-114,1
Jalen Williams,OKC,DEN,5.5,-112,-115,0
Russell Westbrook,DEN,OKC,5.5,-130,100,1
Julian Strawther,DEN,OKC,2.5,-108,-120,1
Nikola Jokic,DEN,OKC,13.5,109,-141,1
Jimmy Butler,MIA,PHX,4.5,-152,117,0
Bam Adebayo,MIA,PHX,10.5,113,-147,0
Devin Booker,PHX,MIA,4.5,120,-156,1
Tyler Herro,MIA,PHX,4.5,-145,112,0
Kevin Durant,PHX,MIA,6.5,102,-132,1
Bradley Beal,PHX,MIA,3.5,-156,120,1
Jusuf Nurkic,PHX,MIA,10.5,106,-137,1
Grayson Allen,PHX,MIA,2.5,122,-159,1
Terry Rozier,MIA,PHX,3.5,-130,101,0
Royce O'Neale,PHX,MIA,5.5,122,-159,1
Tyus Jones,PHX,MIA,2.5,-137,106,1
Terance Mann,LAC,PHI,3.5,-111,-116,1
Norman Powell,LAC,PHI,3.5,110,-143,1
Tyrese Maxey,PHI,LAC,3.5,-143,110,0
Andre Drummond,PHI,LAC,10.5,-122,-106,0
James Harden,LAC,PHI,6.5,107,-139,1
Kelly Oubre Jr.,PHI,LAC,4.5,-109,-119,0
Paul George,PHI,LAC,4.5,-137,106,0
Derrick Jones,LAC,PHI,2.5,-156,121,1
Ivica Zubac,LAC,PHI,12.5,113,-147,1
Kyle Lowry,PHI,LAC,2.5,112,-145,0
Eric Gordon,PHI,LAC,1.5,122,-159,0
Nicolas Batum,LAC,PHI,3.5,100,-130,1
Caleb Martin,PHI,LAC,5.5,117,-152,0
Kevin Huerter,SAC,TOR,3.5,126,-164,1
Domantas Sabonis,SAC,TOR,13.5,-123,-105,1
Jakob Poeltl,TOR,SAC,11.5,115,-149,0
De'Aaron Fox,SAC,TOR,5.5,128,-167,1
Keegan Murray,SAC,TOR,6.5,-130,101,1
R.J. Barrett,TOR,SAC,5.5,-132,102,0
Gradey Dick,TOR,SAC,3.5,120,-156,0
Ochai Agbaji,TOR,SAC,4.5,113,-147,0
Davion Mitchell,TOR,SAC,2.5,-112,-115,0
DeMar DeRozan,SAC,TOR,3.5,-145,112,1
