Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Trae Young,ATL,CLE,2.5,-142,116,1
Darius Garland,CLE,ATL,2.5,100,-122,0
Jalen Johnson,ATL,CLE,9.5,-105,-115,1
Donovan Mitchell,CLE,ATL,4.5,-110,-110,0
Clint Capela,ATL,CLE,8.5,-110,-110,1
Evan Mobley,CLE,ATL,9.5,-102,-120,0
Dyson Daniels,ATL,CLE,4.5,-122,100,1
Jarrett Allen,CLE,ATL,11.5,-105,-115,0
Brandon Ingram,NOP,MEM,5.5,114,-140,0
C.J. McCollum,NOP,MEM,3.5,-102,-120,0
Dejounte Murray,NOP,MEM,4.5,-104,-118,0
Brandon Clarke,MEM,NOP,5.5,-122,100,1
Jaren Jackson Jr.,MEM,NOP,5.5,-138,112,1
Desmond Bane,MEM,NOP,5.5,120,-148,1
Jaylen Wells,MEM,NOP,3.5,118,-144,1
Ja Morant,MEM,NOP,4.5,-106,-114,1
Yves Missi,NOP,MEM,7.5,-142,116,0
Trey Murphy III,NOP,MEM,5.5,104,-128,0
Santi Aldama,MEM,NOP,6.5,-104,-118,1
Franz Wagner,ORL,BKN,5.5,128,-164,0
Jalen Suggs,ORL,BKN,3.5,-140,110,0
Cameron Johnson,BKN,ORL,4.5,-104,-122,1
Moe Wagner,ORL,BKN,4.5,-136,106,0
Ben Simmons,BKN,ORL,6.5,-113,-113,1
Nicolas Claxton,BKN,ORL,8.5,-106,-120,1
Dorian Finney-Smith,BKN,ORL,4.5,104,-132,1
Jonathan Isaac,ORL,BKN,6.5,114,-146,0
Goga Bitadze,ORL,BKN,6.5,102,-130,0
Derrick Jones,LAC,MIN,3.5,142,-186,0
Anthony Edwards,MIN,LAC,5.5,124,-160,1
Jaden McDaniels,MIN,LAC,3.5,-130,102,1
Kris Dunn,LAC,MIN,3.5,130,-166,0
James Harden,LAC,MIN,5.5,-104,-122,0
Ivica Zubac,LAC,MIN,11.5,102,-130,0
Rudy Gobert,MIN,LAC,11.5,100,-128,1
Jayson Tatum,BOS,CHI,8.5,-111,-115,0
Matas Buzelis,CHI,BOS,3.5,-122,-104,1
Al Horford,BOS,CHI,5.5,-104,-122,0
Derrick White,BOS,CHI,4.5,114,-146,0
Kristaps Porzingis,BOS,CHI,5.5,-150,118,0
Ayo Dosunmu,CHI,BOS,3.5,120,-154,1
Josh Giddey,CHI,BOS,5.5,-130,102,1
Coby White,CHI,BOS,3.5,-113,-113,1
Jrue Holiday,BOS,CHI,4.5,114,-146,0
Zach LaVine,CHI,BOS,4.5,104,-132,1
Jaylen Brown,BOS,CHI,6.5,118,-150,0
Nikola Vucevic,CHI,BOS,10.5,104,-132,1
Pascal Siakam,IND,DET,6.5,-122,-104,1
Bennedict Mathurin,IND,DET,6.5,118,-150,1
Tobias Harris,DET,IND,6.5,-120,-106,0
Jalen Duren,DET,IND,10.5,-132,104,0
Cade Cunningham,DET,IND,6.5,110,-140,0
Tyrese Haliburton,IND,DET,3.5,-102,-125,1
Jaden Ivey,DET,IND,4.5,-113,-113,0
Myles Turner,IND,DET,7.5,108,-138,1
Jaime Jaquez Jr.,MIA,TOR,3.5,120,-154,1
Jakob Poeltl,TOR,MIA,11.5,108,-138,0
Ochai Agbaji,TOR,MIA,3.5,108,-138,0
Tyler Herro,MIA,TOR,5.5,112,-142,1
R.J. Barrett,TOR,MIA,5.5,-150,118,0
Scottie Barnes,TOR,MIA,7.5,112,-142,0
Terry Rozier,MIA,TOR,3.5,144,-186,1
Bam Adebayo,MIA,TOR,9.5,-125,-102,1
Jimmy Butler,MIA,TOR,4.5,-113,-113,1
Duncan Robinson,MIA,TOR,2.5,100,-128,1
Shai Gilgeous-Alexander,OKC,LAL,5.5,106,-136,0
Isaiah Hartenstein,OKC,LAL,10.5,-128,100,0
Jalen Williams,OKC,LAL,5.5,-113,-113,0
LeBron James,LAL,OKC,7.5,-120,-106,1
Dalton Knecht,LAL,OKC,4.5,114,-146,1
Anthony Davis,LAL,OKC,13.5,108,-138,1
Luguentz Dort,OKC,LAL,4.5,104,-132,0
Kevin Huerter,SAC,POR,2.5,100,-128,0
Toumani Camara,POR,SAC,4.5,104,-132,1
Deni Avdija,POR,SAC,6.5,-125,-102,1
Shaedon Sharpe,POR,SAC,3.5,-160,124,1
Domantas Sabonis,SAC,POR,12.5,-125,-102,0
Malik Monk,SAC,POR,3.5,-128,100,0
Deandre Ayton,POR,SAC,10.5,-122,-104,1
Keegan Murray,SAC,POR,6.5,-154,120,0
De'Aaron Fox,SAC,POR,4.5,-148,116,0
Anfernee Simons,POR,SAC,2.5,-130,102,1
