Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Tyler Herro,MIA,ORL,4.5,102,-124,1
Nikola Jovic,MIA,ORL,4.5,106,-130,1
Franz Wagner,ORL,MIA,5.5,110,-134,0
Jalen Suggs,ORL,MIA,3.5,120,-148,0
Bam Adebayo,MIA,ORL,9.5,-120,-102,1
Jimmy Butler,MIA,ORL,4.5,106,-130,1
Wendell Carter Jr.,ORL,MIA,7.5,102,-124,0
Kelly Oubre Jr.,PHI,MIL,5.5,110,-134,1
Giannis Antetokounmpo,MIL,PHI,11.5,-128,104,0
Brook Lopez,MIL,PHI,4.5,-140,114,0
Taurean Prince,MIL,PHI,3.5,132,-162,0
Gary Trent Jr.,MIL,PHI,2.5,-134,110,0
Tyrese Maxey,PHI,MIL,3.5,-105,-114,1
Caleb Martin,PHI,MIL,3.5,-130,106,1
Damian Lillard,MIL,PHI,3.5,-154,126,0
Bobby Portis,MIL,PHI,7.5,102,-124,0
Pat Connaughton,MIL,PHI,2.5,-148,120,0
Andre Drummond,PHI,MIL,14.5,-106,-114,1
Patrick Williams,CHI,NOP,3.5,-102,-120,0
Josh Giddey,CHI,NOP,6.5,-110,-110,0
Ayo Dosunmu,CHI,NOP,2.5,142,-176,0
Coby White,CHI,NOP,3.5,-102,-120,0
Nikola Vucevic,CHI,NOP,10.5,-115,-105,0
Zach LaVine,CHI,NOP,4.5,116,-142,0
Miles Bridges,CHA,HOU,6.5,-128,104,0
Dillon Brooks,HOU,CHA,2.5,-164,134,1
Nick Richards,CHA,HOU,7.5,-142,116,0
Jalen Green,HOU,CHA,4.5,-128,104,1
Jabari Smith Jr.,HOU,CHA,7.5,104,-128,1
Fred VanVleet,HOU,CHA,3.5,114,-140,1
Brandon Miller,CHA,HOU,4.5,136,-168,0
Josh Green,CHA,HOU,2.5,-176,142,0
Alperen Sengun,HOU,CHA,9.5,106,-130,1
LaMelo Ball,CHA,HOU,5.5,104,-128,0
Santi Aldama,MEM,UTA,5.5,-118,-104,0
Zach Edey,MEM,UTA,7.5,-138,112,0
Marcus Smart,MEM,UTA,2.5,-120,-102,0
John Collins,UTA,MEM,6.5,-110,-110,1
Ja Morant,MEM,UTA,5.5,-106,-114,0
Taylor Hendricks,UTA,MEM,5.5,104,-128,1
Collin Sexton,UTA,MEM,2.5,-120,-102,1
Jordan Clarkson,UTA,MEM,2.5,-148,120,1
Brandon Clarke,MEM,UTA,5.5,100,-122,0
Keyonte George,UTA,MEM,2.5,-148,122,1
Walker Kessler,UTA,MEM,8.5,-110,-110,1
Desmond Bane,MEM,UTA,4.5,112,-138,0
Lauri Markkanen,UTA,MEM,7.5,-108,-112,1
Anfernee Simons,POR,GSW,3.5,134,-164,1
Draymond Green,GSW,POR,6.5,-142,116,0
Toumani Camara,POR,GSW,4.5,-106,-114,1
Stephen Curry,GSW,POR,4.5,132,-162,0
Deandre Ayton,POR,GSW,10.5,106,-130,1
Andrew Wiggins,GSW,POR,3.5,-120,-102,0
Deni Avdija,POR,GSW,6.5,-124,102,1
Jerami Grant,POR,GSW,3.5,138,-170,1
Scoot Henderson,POR,GSW,2.5,114,-140,1
Jonathan Kuminga,GSW,POR,4.5,-122,100,0
Trayce Jackson-Davis,GSW,POR,5.5,-110,-110,0
Buddy Hield,GSW,POR,2.5,106,-130,0
Brandin Podziemski,GSW,POR,5.5,104,-128,0
James Harden,LAC,PHX,5.5,132,-162,1
Kevin Porter Jr.,LAC,PHX,2.5,102,-124,1
Bradley Beal,PHX,LAC,4.5,126,-154,0
Norman Powell,LAC,PHX,3.5,126,-154,1
Devin Booker,PHX,LAC,3.5,-142,116,0
Derrick Jones,LAC,PHX,3.5,-144,118,1
Grayson Allen,PHX,LAC,2.5,118,-144,0
Tyus Jones,PHX,LAC,2.5,106,-130,0
Ivica Zubac,LAC,PHX,9.5,-108,-112,1
Nicolas Batum,LAC,PHX,3.5,-110,-110,1
Terance Mann,LAC,PHX,3.5,-110,-110,1
Kevin Durant,PHX,LAC,5.5,-132,108,0
Jusuf Nurkic,PHX,LAC,10.5,-110,-110,0
