Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Tobias Harris,DET,IND,6.5,106,-130,1
Obi Toppin,IND,DET,3.5,-118,-104,0
Tyrese Haliburton,IND,DET,4.5,126,-154,0
Bennedict Mathurin,IND,DET,3.5,-102,-120,0
Isaiah Stewart II,DET,IND,4.5,106,-130,1
Cade Cunningham,DET,IND,4.5,-102,-120,1
Pascal Siakam,IND,DET,7.5,-110,-110,0
Jaden Ivey,DET,IND,3.5,134,-164,1
Aaron Nesmith,IND,DET,4.5,136,-168,0
Myles Turner,IND,DET,7.5,116,-142,0
Jalen Duren,DET,IND,11.5,-104,-118,1
Immanuel Quickley,TOR,CLE,3.5,-152,124,1
Scottie Barnes,TOR,CLE,7.5,-102,-120,1
Caris LeVert,CLE,TOR,3.5,-142,116,0
Evan Mobley,CLE,TOR,9.5,-115,-105,0
Dean Wade,CLE,TOR,4.5,-104,-118,0
Chris Boucher,TOR,CLE,4.5,-106,-114,1
Gradey Dick,TOR,CLE,3.5,120,-148,1
Ochai Agbaji,TOR,CLE,3.5,100,-122,1
Jakob Poeltl,TOR,CLE,8.5,102,-124,1
Donovan Mitchell,CLE,TOR,4.5,-102,-120,0
Darius Garland,CLE,TOR,2.5,-134,110,0
Jarrett Allen,CLE,TOR,10.5,-105,-115,0
Jalen Johnson,ATL,BKN,8.5,120,-148,1
Cameron Johnson,BKN,ATL,3.5,-148,120,0
Bogdan Bogdanovic,ATL,BKN,3.5,132,-162,1
Trae Young,ATL,BKN,2.5,-148,120,1
Jalen Wilson,BKN,ATL,4.5,136,-168,0
Ziaire Williams,BKN,ATL,3.5,110,-134,0
Onyeka Okongwu,ATL,BKN,5.5,-134,110,1
Clint Capela,ATL,BKN,9.5,-120,-102,1
Cam Thomas,BKN,ATL,3.5,110,-134,0
Dorian Finney-Smith,BKN,ATL,4.5,116,-142,0
De'Andre Hunter,ATL,BKN,3.5,-102,-120,1
Dennis Schroder,BKN,ATL,3.5,142,-176,0
Kentavious Caldwell-Pope,ORL,MIA,2.5,118,-144,0
Jaime Jaquez Jr.,MIA,ORL,2.5,-132,108,1
Terry Rozier,MIA,ORL,3.5,-102,-120,1
Paolo Banchero,ORL,MIA,6.5,-134,110,0
