Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Tobias Harris,DET,TOR,7.5,122,-159,0
Jakob Poeltl,TOR,DET,9.5,-137,106,1
Cade Cunningham,DET,TOR,6.5,112,-145,0
Jalen Duren,DET,TOR,11.5,-112,-115,0
Jaden Ivey,DET,TOR,4.5,113,-147,0
Gradey Dick,TOR,DET,3.5,122,-159,1
R.J. Barrett,TOR,DET,5.5,-120,-108,1
Ochai Agbaji,TOR,DET,4.5,-108,-120,1
Davion Mitchell,TOR,DET,2.5,-135,105,1
Malik Beasley,DET,TOR,3.5,110,-143,0
Chris Boucher,TOR,DET,5.5,118,-154,1
Myles Turner,IND,MIA,8.5,107,-139,1
Bam Adebayo,MIA,IND,10.5,-109,-119,0
Tyler Herro,MIA,IND,5.5,112,-145,0
Tyrese Haliburton,IND,MIA,4.5,-108,-120,1
Bennedict Mathurin,IND,MIA,6.5,-106,-122,1
Pascal Siakam,IND,MIA,7.5,-103,-125,1
Terry Rozier,MIA,IND,3.5,-167,127,0
Obi Toppin,IND,MIA,4.5,110,-143,1
Ben Sheppard,IND,MIA,2.5,-161,124,1
Franz Wagner,ORL,PHI,5.5,-118,-110,1
Joel Embiid,PHI,ORL,8.5,113,-147,0
Goga Bitadze,ORL,PHI,7.5,-143,110,1
Kelly Oubre Jr.,PHI,ORL,5.5,139,-182,0
Kentavious Caldwell-Pope,ORL,PHI,2.5,-161,123,1
Caleb Martin,PHI,ORL,4.5,-130,100,0
Paul George,PHI,ORL,5.5,-103,-125,0
Jalen Suggs,ORL,PHI,4.5,100,-130,1
Anthony Black,ORL,PHI,2.5,-167,127,1
Moe Wagner,ORL,PHI,4.5,104,-135,1
Jared McCain,PHI,ORL,2.5,-161,124,0
Devin Vassell,SAS,LAL,2.5,-172,133,1
Keldon Johnson,SAS,LAL,4.5,-130,101,1
Austin Reaves,LAL,SAS,4.5,-101,-128,0
Rui Hachimura,LAL,SAS,5.5,112,-145,0
Victor Wembanyama,SAS,LAL,11.5,-108,-120,1
Julian Champagnie,SAS,LAL,4.5,106,-137,1
Chris Paul,SAS,LAL,3.5,-120,-108,1
Harrison Barnes,SAS,LAL,3.5,-103,-125,1
Anthony Davis,LAL,SAS,12.5,106,-137,0
