Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Stephon Castle,SAS,LAL,3.5,117,-152,1
LeBron James,LAL,SAS,7.5,-116,-111,0
Trae Young,ATL,WAS,3.5,-108,-120,1
Clint Capela,ATL,WAS,8.5,-101,-128,1
Jalen Johnson,ATL,WAS,9.5,-125,-103,1
Bilal Coulibaly,WAS,ATL,5.5,-109,-119,0
Dyson Daniels,ATL,WAS,5.5,103,-133,1
Alex Sarr,WAS,ATL,6.5,-101,-128,0
Kyle Kuzma,WAS,ATL,5.5,-133,103,0
Corey Kispert,WAS,ATL,2.5,-156,120,0
Jordan Poole,WAS,ATL,3.5,134,-175,0
Josh Hart,NYK,BKN,9.5,-123,-105,1
Cam Thomas,BKN,NYK,3.5,-105,-123,0
Jalen Brunson,NYK,BKN,3.5,122,-159,1
Dorian Finney-Smith,BKN,NYK,4.5,-143,110,0
Cameron Johnson,BKN,NYK,4.5,107,-139,0
Dennis Schroder,BKN,NYK,3.5,115,-149,0
OG Anunoby,NYK,BKN,5.5,107,-139,1
Mikal Bridges,NYK,BKN,4.5,109,-141,1
Karl-Anthony Towns,NYK,BKN,11.5,-114,-114,1
Miles McBride,NYK,BKN,2.5,106,-137,1
Coby White,CHI,CLE,3.5,104,-135,0
Zach LaVine,CHI,CLE,4.5,-111,-116,0
Darius Garland,CLE,CHI,2.5,-118,-110,1
Patrick Williams,CHI,CLE,4.5,-123,-104,0
Nikola Vucevic,CHI,CLE,9.5,-130,100,0
Evan Mobley,CLE,CHI,9.5,106,-137,1
Donovan Mitchell,CLE,CHI,4.5,115,-149,1
Georges Niang,CLE,CHI,2.5,-130,100,1
Josh Giddey,CHI,CLE,6.5,107,-139,0
Ayo Dosunmu,CHI,CLE,2.5,-185,140,0
Jarrett Allen,CLE,CHI,11.5,-102,-127,1
Isaac Okoro,CLE,CHI,2.5,118,-154,1
Brandon Ingram,NOP,DEN,5.5,-111,-116,1
Trey Murphy III,NOP,DEN,4.5,-123,-104,1
Yves Missi,NOP,DEN,7.5,107,-139,1
Jamal Murray,DEN,NOP,4.5,126,-164,0
Christian Braun,DEN,NOP,5.5,-103,-125,0
Russell Westbrook,DEN,NOP,4.5,-130,100,0
Michael Porter Jr.,DEN,NOP,7.5,-101,-128,0
Peyton Watson,DEN,NOP,5.5,-118,-110,0
Ivica Zubac,LAC,HOU,10.5,-110,-118,0
Alperen Sengun,HOU,LAC,9.5,-154,118,1
Jabari Smith Jr.,HOU,LAC,5.5,104,-135,1
Jalen Green,HOU,LAC,4.5,103,-133,1
Tari Eason,HOU,LAC,5.5,-114,-114,1
Dillon Brooks,HOU,LAC,2.5,-120,-108,1
Amen Thompson,HOU,LAC,5.5,-169,130,1
James Harden,LAC,HOU,6.5,110,-143,0
Derrick Jones,LAC,HOU,3.5,118,-154,0
Norman Powell,LAC,HOU,3.5,130,-169,0
Fred VanVleet,HOU,LAC,2.5,-175,135,1
Luguentz Dort,OKC,PHX,4.5,100,-130,1
Devin Booker,PHX,OKC,4.5,-101,-128,0
Jalen Williams,OKC,PHX,6.5,-110,-118,1
Shai Gilgeous-Alexander,OKC,PHX,6.5,107,-139,1
Tyus Jones,PHX,OKC,2.5,-145,111,0
Jusuf Nurkic,PHX,OKC,11.5,-127,-102,0
Stephen Curry,GSW,MEM,4.5,-116,-111,1
Draymond Green,GSW,MEM,6.5,107,-139,1
Andrew Wiggins,GSW,MEM,4.5,-101,-128,1
Jaren Jackson Jr.,MEM,GSW,5.5,-127,-102,0
Gary Payton II,GSW,MEM,2.5,106,-137,1
Santi Aldama,MEM,GSW,7.5,113,-147,0
Trayce Jackson-Davis,GSW,MEM,4.5,113,-147,1
Zach Edey,MEM,GSW,7.5,106,-137,0
Jaylen Wells,MEM,GSW,3.5,115,-149,0
Jonathan Kuminga,GSW,MEM,4.5,-147,114,1
Buddy Hield,GSW,MEM,3.5,106,-137,1
De'Aaron Fox,SAC,MIN,4.5,-130,101,1
Anthony Edwards,MIN,SAC,5.5,-118,-110,0
Jaden McDaniels,MIN,SAC,4.5,128,-167,0
Domantas Sabonis,SAC,MIN,12.5,107,-139,1
Keegan Murray,SAC,MIN,6.5,-125,-103,1
Rudy Gobert,MIN,SAC,11.5,102,-132,0
Mike Conley,MIN,SAC,2.5,-123,-104,0
Kevin Huerter,SAC,MIN,4.5,122,-159,1
Julius Randle,MIN,SAC,7.5,-115,-112,0
Naz Reid,MIN,SAC,5.5,-123,-104,0
Donte DiVincenzo,MIN,SAC,3.5,126,-164,0
Nickeil Alexander-Walker,MIN,SAC,2.5,122,-159,0
