Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Jarrett Allen,CLE,MIL,10.5,-123,-105,0
Donovan Mitchell,CLE,MIL,3.5,-133,103,0
Damian Lillard,MIL,CLE,4.5,120,-156,1
Delon Wright,MIL,CLE,1.5,-132,102,1
Taurean Prince,MIL,CLE,3.5,-154,118,1
Gary Trent Jr.,MIL,CLE,2.5,-130,100,1
Brook Lopez,MIL,CLE,5.5,125,-164,1
Draymond Green,GSW,HOU,5.5,-164,125,0
Andrew Wiggins,GSW,HOU,4.5,-120,-108,0
Alperen Sengun,HOU,GSW,10.5,-120,-108,1
Jabari Smith Jr.,HOU,GSW,7.5,-118,-110,1
Jalen Green,HOU,GSW,5.5,100,-130,1
Fred VanVleet,HOU,GSW,3.5,-143,110,1
Trayce Jackson-Davis,GSW,HOU,5.5,106,-137,0
Brandin Podziemski,GSW,HOU,5.5,-123,-104,0
Dillon Brooks,HOU,GSW,3.5,-133,103,1
Tari Eason,HOU,GSW,5.5,128,-167,1
Keldon Johnson,SAS,MIN,4.5,-127,-102,1
Jaden McDaniels,MIN,SAS,2.5,-149,115,0
Anthony Edwards,MIN,SAS,5.5,-130,100,0
Jeremy Sochan,SAS,MIN,7.5,107,-139,1
Rudy Gobert,MIN,SAS,11.5,-112,-115,0
Julian Champagnie,SAS,MIN,3.5,-114,-114,1
Victor Wembanyama,SAS,MIN,10.5,-130,100,1
Chris Paul,SAS,MIN,3.5,100,-130,1
Julius Randle,MIN,SAS,7.5,-114,-114,0
Harrison Barnes,SAS,MIN,3.5,122,-159,1
Stephon Castle,SAS,MIN,2.5,118,-154,1
Mike Conley,MIN,SAS,2.5,-123,-105,0
Nickeil Alexander-Walker,MIN,SAS,1.5,-123,-105,0
Donte DiVincenzo,MIN,SAS,2.5,-143,110,0
Naz Reid,MIN,SAS,5.5,-120,-108,0
Jimmy Butler,MIA,WAS,5.5,-115,-112,0
Bam Adebayo,MIA,WAS,10.5,-106,-122,0
Tyler Herro,MIA,WAS,5.5,117,-152,0
Nikola Jovic,MIA,WAS,5.5,-114,-114,0
Bilal Coulibaly,WAS,MIA,5.5,110,-143,1
Alex Sarr,WAS,MIA,6.5,-114,-114,1
Terry Rozier,MIA,WAS,4.5,-108,-120,0
Jordan Poole,WAS,MIA,2.5,-156,120,1
Jaime Jaquez Jr.,MIA,WAS,5.5,128,-167,0
Michael Porter Jr.,DEN,UTA,6.5,-111,-114,1
Aaron Gordon,DEN,UTA,6.5,103,-130,1
Christian Braun,DEN,UTA,4.5,-128,-101,1
Walker Kessler,UTA,DEN,9.5,-103,-122,0
Cody Williams,UTA,DEN,3.5,-101,-128,0
Nikola Jokic,DEN,UTA,12.5,100,-130,1
Kyle Filipowski,UTA,DEN,5.5,100,-130,0
Keyonte George,UTA,DEN,3.5,115,-149,0
Collin Sexton,UTA,DEN,2.5,-143,110,0
Anfernee Simons,POR,PHX,2.5,-159,122,0
Kevin Durant,PHX,POR,6.5,106,-137,1
Bradley Beal,PHX,POR,3.5,-152,117,1
Devin Booker,PHX,POR,3.5,-118,-110,1
Tyus Jones,PHX,POR,2.5,-167,128,1
Jusuf Nurkic,PHX,POR,8.5,-130,100,1
Toumani Camara,POR,PHX,4.5,115,-149,0
Jerami Grant,POR,PHX,3.5,128,-167,0
Deni Avdija,POR,PHX,6.5,115,-149,0
Deandre Ayton,POR,PHX,10.5,-109,-119,0
Scoot Henderson,POR,PHX,2.5,109,-141,0
Terance Mann,LAC,OKC,3.5,-135,105,1
Norman Powell,LAC,OKC,3.5,-110,-118,1
Luguentz Dort,OKC,LAC,3.5,107,-139,0
Shai Gilgeous-Alexander,OKC,LAC,5.5,-145,112,0
Jalen Williams,OKC,LAC,5.5,118,-154,0
Chet Holmgren,OKC,LAC,9.5,-109,-119,0
James Harden,LAC,OKC,6.5,-103,-125,1
Derrick Jones,LAC,OKC,3.5,-147,114,1
Kris Dunn,LAC,OKC,3.5,-120,-108,1
Ivica Zubac,LAC,OKC,12.5,-101,-128,1
