Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Jrue Holiday,BOS,CHA,4.5,110,-143,0
Derrick White,BOS,CHA,4.5,103,-133,0
Jayson Tatum,BOS,CHA,8.5,-120,-108,0
LaMelo Ball,CHA,BOS,6.5,100,-130,1
Al Horford,BOS,CHA,6.5,112,-145,0
Miles Bridges,CHA,BOS,7.5,109,-141,1
Brandon Miller,CHA,BOS,4.5,110,-143,1
Josh Green,CHA,BOS,3.5,115,-149,1
Jaren Jackson Jr.,MEM,PHI,5.5,100,-130,0
Tyrese Maxey,PHI,MEM,3.5,-156,120,1
Santi Aldama,MEM,PHI,7.5,118,-154,0
Ja Morant,MEM,PHI,5.5,-108,-120,0
Andre Drummond,PHI,MEM,12.5,-130,100,1
Kelly Oubre Jr.,PHI,MEM,5.5,100,-130,1
Kyle Lowry,PHI,MEM,2.5,130,-169,1
Zach Edey,MEM,PHI,6.5,102,-132,0
Jaylen Wells,MEM,PHI,4.5,-112,-115,0
Caleb Martin,PHI,MEM,5.5,105,-135,1
Eric Gordon,PHI,MEM,1.5,126,-164,1
De'Aaron Fox,SAC,TOR,5.5,130,-169,0
Jakob Poeltl,TOR,SAC,11.5,-118,-110,1
Domantas Sabonis,SAC,TOR,13.5,-125,-103,0
Keegan Murray,SAC,TOR,6.5,-135,105,0
Malik Monk,SAC,TOR,3.5,105,-135,0
Gradey Dick,TOR,SAC,3.5,128,-167,1
R.J. Barrett,TOR,SAC,5.5,-127,-102,1
Davion Mitchell,TOR,SAC,2.5,-118,-110,1
DeMar DeRozan,SAC,TOR,4.5,-114,-114,0
Ochai Agbaji,TOR,SAC,4.5,115,-149,1
Giannis Antetokounmpo,MIL,CLE,11.5,-120,-108,1
Pat Connaughton,MIL,CLE,2.5,112,-145,1
Darius Garland,CLE,MIL,2.5,-152,116,0
Dean Wade,CLE,MIL,3.5,-154,119,0
Bobby Portis,MIL,CLE,8.5,109,-141,1
Evan Mobley,CLE,MIL,8.5,-135,105,0
