Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Caleb Martin,PHI,CHA,3.5,-120,-102,0
Tyrese Maxey,PHI,CHA,3.5,-138,112,0
Tidjane Salaun,CHA,PHI,4.5,-150,122,1
Jared McCain,PHI,CHA,3.5,120,-148,0
Guerschon Yabusele,PHI,CHA,6.5,-148,120,0
Cody Martin,CHA,PHI,4.5,-106,-114,1
Kelly Oubre Jr.,PHI,CHA,5.5,126,-154,0
Vasilije Micic,CHA,PHI,3.5,132,-162,1
Nick Richards,CHA,PHI,7.5,-132,108,1
Brandon Miller,CHA,PHI,5.5,-118,-104,1
Paul George,PHI,CHA,5.5,-118,-104,0
Josh Green,CHA,PHI,3.5,118,-144,1
Donovan Mitchell,CLE,WAS,4.5,-110,-110,1
Bilal Coulibaly,WAS,CLE,4.5,-150,122,0
Kyshawn George,WAS,CLE,3.5,-102,-120,0
Darius Garland,CLE,WAS,2.5,-120,-102,1
Jonas Valanciunas,WAS,CLE,8.5,-110,-110,0
Evan Mobley,CLE,WAS,10.5,118,-144,1
Malcolm Brogdon,WAS,CLE,3.5,100,-122,0
Alex Sarr,WAS,CLE,5.5,-144,118,0
Jarrett Allen,CLE,WAS,11.5,112,-138,1
Jordan Poole,WAS,CLE,2.5,114,-140,0
Tobias Harris,DET,MIL,5.5,-142,116,1
Jaden Ivey,DET,MIL,3.5,-144,118,1
Damian Lillard,MIL,DET,3.5,-148,120,0
A.J. Green,MIL,DET,2.5,112,-140,0
Malik Beasley,DET,MIL,2.5,-154,126,1
Cade Cunningham,DET,MIL,6.5,118,-144,1
Bobby Portis,MIL,DET,6.5,-106,-114,0
Brook Lopez,MIL,DET,4.5,-154,126,0
Taurean Prince,MIL,DET,3.5,-114,-106,0
Jalen Duren,DET,MIL,9.5,100,-122,1
Isaiah Stewart II,DET,MIL,5.5,100,-122,1
Simone Fontecchio,DET,MIL,2.5,-120,-102,1
Giannis Antetokounmpo,MIL,DET,12.5,110,-134,0
OG Anunoby,NYK,ORL,4.5,-150,122,1
Jalen Brunson,NYK,ORL,3.5,118,-144,1
Mikal Bridges,NYK,ORL,3.5,-122,100,1
Josh Hart,NYK,ORL,8.5,106,-130,1
Karl-Anthony Towns,NYK,ORL,11.5,-115,-105,1
Chris Boucher,TOR,IND,3.5,-134,110,1
Pascal Siakam,IND,TOR,6.5,-130,106,0
R.J. Barrett,TOR,IND,6.5,116,-142,1
Tyrese Haliburton,IND,TOR,3.5,110,-134,0
Bennedict Mathurin,IND,TOR,6.5,112,-138,0
Myles Turner,IND,TOR,7.5,-114,-106,0
Obi Toppin,IND,TOR,3.5,-142,116,0
Ochai Agbaji,TOR,IND,4.5,132,-162,1
Ja'Kobe Walter,TOR,IND,3.5,-124,102,1
Scottie Barnes,TOR,IND,7.5,-132,108,1
Jakob Poeltl,TOR,IND,11.5,106,-130,1
Lauri Markkanen,UTA,OKC,6.5,-120,-102,0
Shai Gilgeous-Alexander,OKC,UTA,5.5,126,-154,1
Walker Kessler,UTA,OKC,10.5,112,-138,0
Cason Wallace,OKC,UTA,3.5,-130,106,1
John Collins,UTA,OKC,8.5,-128,104,0
Jalen Williams,OKC,UTA,5.5,116,-142,1
Luguentz Dort,OKC,UTA,3.5,-124,102,1
Isaiah Hartenstein,OKC,UTA,11.5,-112,-108,1
Brandon Clarke,MEM,DAL,5.5,-138,112,0
Ja Morant,MEM,DAL,4.5,-114,-106,0
Jaylen Wells,MEM,DAL,3.5,134,-164,0
Desmond Bane,MEM,DAL,4.5,-150,122,0
Jaren Jackson Jr.,MEM,DAL,5.5,-128,104,0
Santi Aldama,MEM,DAL,6.5,122,-150,0
Stephon Castle,SAS,PHX,3.5,142,-176,0
Julian Champagnie,SAS,PHX,4.5,-106,-114,0
Devin Booker,PHX,SAS,4.5,136,-168,1
Jeremy Sochan,SAS,PHX,6.5,104,-128,0
Victor Wembanyama,SAS,PHX,10.5,-110,-110,0
Tyus Jones,PHX,SAS,2.5,-128,104,1
Chris Paul,SAS,PHX,3.5,114,-140,0
Royce O'Neale,PHX,SAS,5.5,110,-134,1
Grayson Allen,PHX,SAS,3.5,124,-152,1
Oso Ighodaro,PHX,SAS,6.5,104,-128,1
Harrison Barnes,SAS,PHX,4.5,116,-142,0
Mason Plumlee,PHX,SAS,7.5,120,-148,1
Bradley Beal,PHX,SAS,3.5,110,-134,1
Kevin Durant,PHX,SAS,7.5,116,-142,1
Jamal Murray,DEN,GSW,3.5,-154,126,1
Stephen Curry,GSW,DEN,4.5,126,-154,0
Jonathan Kuminga,GSW,DEN,4.5,-102,-120,0
Brandin Podziemski,GSW,DEN,5.5,-118,-104,0
Andrew Wiggins,GSW,DEN,4.5,116,-142,0
Russell Westbrook,DEN,GSW,3.5,-142,116,1
Michael Porter Jr.,DEN,GSW,6.5,-128,104,1
Nikola Jokic,DEN,GSW,13.5,112,-138,1
Christian Braun,DEN,GSW,4.5,-140,114,1
Aaron Gordon,DEN,GSW,5.5,112,-140,1
Trayce Jackson-Davis,GSW,DEN,4.5,-138,112,0
Alperen Sengun,HOU,SAC,9.5,-138,112,0
Jalen Green,HOU,SAC,4.5,106,-130,0
Jabari Smith Jr.,HOU,SAC,6.5,104,-128,0
DeMar DeRozan,SAC,HOU,3.5,-142,116,1
Domantas Sabonis,SAC,HOU,12.5,-128,104,1
Keegan Murray,SAC,HOU,6.5,-122,100,1
Tari Eason,HOU,SAC,5.5,-114,-106,0
Amen Thompson,HOU,SAC,6.5,-140,114,0
Fred VanVleet,HOU,SAC,3.5,132,-162,0
De'Aaron Fox,SAC,HOU,4.5,-128,104,1
Malik Monk,SAC,HOU,4.5,132,-162,1
Dillon Brooks,HOU,SAC,2.5,-148,120,0
Shaedon Sharpe,POR,LAC,3.5,-138,112,0
Toumani Camara,POR,LAC,4.5,-128,104,0
Deandre Ayton,POR,LAC,10.5,-130,106,0
Terance Mann,LAC,POR,3.5,-114,-106,1
Jerami Grant,POR,LAC,3.5,118,-144,0
Derrick Jones,LAC,POR,3.5,110,-134,1
Ivica Zubac,LAC,POR,11.5,-124,102,1
Deni Avdija,POR,LAC,5.5,-104,-118,0
Kris Dunn,LAC,POR,3.5,-115,-105,1
Anfernee Simons,POR,LAC,2.5,-134,110,0
James Harden,LAC,POR,6.5,108,-130,1
Nicolas Batum,LAC,POR,2.5,-148,120,1
Norman Powell,LAC,POR,2.5,100,-122,1
