Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Walker Kessler,UTA,SAS,10.5,105,-135,0
Julian Champagnie,SAS,UTA,4.5,-102,-127,1
Cody Williams,UTA,SAS,3.5,103,-133,0
Chris Paul,SAS,UTA,3.5,-118,-110,1
Harrison Barnes,SAS,UTA,3.5,-125,-103,1
Lauri Markkanen,UTA,SAS,7.5,100,-130,0
Victor Wembanyama,SAS,UTA,10.5,-130,101,1
Collin Sexton,UTA,SAS,2.5,-130,100,0
Keldon Johnson,SAS,UTA,5.5,-108,-120,1
Devin Vassell,SAS,UTA,2.5,-112,-115,1
Stephon Castle,SAS,UTA,3.5,120,-156,1
Zach LaVine,CHI,ATL,4.5,-112,-115,0
Clint Capela,ATL,CHI,7.5,-143,110,1
Trae Young,ATL,CHI,3.5,109,-141,1
Jalen Johnson,ATL,CHI,9.5,-110,-118,1
Dyson Daniels,ATL,CHI,4.5,-137,106,1
Garrison Mathews,ATL,CHI,2.5,144,-189,1
Zaccharie Risacher,ATL,CHI,3.5,-169,129,1
Coby White,CHI,ATL,3.5,-106,-122,0
Patrick Williams,CHI,ATL,4.5,118,-154,0
Nikola Vucevic,CHI,ATL,9.5,-123,-104,0
Josh Giddey,CHI,ATL,7.5,112,-145,0
Nicolas Claxton,BKN,CLE,8.5,115,-149,0
Darius Garland,CLE,BKN,2.5,-125,-103,1
Jarrett Allen,CLE,BKN,11.5,-105,-123,1
Cam Thomas,BKN,CLE,3.5,128,-167,0
Evan Mobley,CLE,BKN,8.5,106,-137,1
Caris LeVert,CLE,BKN,3.5,130,-169,1
Donovan Mitchell,CLE,BKN,3.5,-152,117,1
Dorian Finney-Smith,BKN,CLE,4.5,-101,-128,0
Cameron Johnson,BKN,CLE,4.5,-110,-118,0
Dennis Schroder,BKN,CLE,3.5,110,-143,0
Jalen Wilson,BKN,CLE,4.5,110,-143,0
Ziaire Williams,BKN,CLE,3.5,-114,-114,0
Isaac Okoro,CLE,BKN,2.5,-130,100,1
Terance Mann,LAC,TOR,3.5,124,-161,1
Ivica Zubac,LAC,TOR,12.5,-106,-122,1
Norman Powell,LAC,TOR,3.5,-102,-127,1
Gradey Dick,TOR,LAC,3.5,124,-161,0
R.J. Barrett,TOR,LAC,5.5,-109,-119,0
Derrick Jones,LAC,TOR,3.5,107,-139,1
James Harden,LAC,TOR,6.5,115,-149,1
Ochai Agbaji,TOR,LAC,4.5,115,-149,0
Immanuel Quickley,TOR,LAC,3.5,115,-149,0
Kevin Porter Jr.,LAC,TOR,2.5,-135,105,1
Amir Coffey,LAC,TOR,2.5,-130,100,1
Kris Dunn,LAC,TOR,2.5,-175,135,1
Jakob Poeltl,TOR,LAC,9.5,-141,108,0
