Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Jalen Brunson,NYK,MIL,3.5,115,-149,1
Josh Hart,NYK,MIL,9.5,-105,-123,1
OG Anunoby,NYK,MIL,4.5,-149,115,1
Karl-Anthony Towns,NYK,MIL,11.5,-118,-110,1
Mikal Bridges,NYK,MIL,4.5,120,-156,1
Brook Lopez,MIL,NYK,4.5,-122,-106,0
Damian Lillard,MIL,NYK,3.5,-118,-110,0
Bobby Portis,MIL,NYK,7.5,113,-147,0
Taurean Prince,MIL,NYK,3.5,-102,-127,0
Jaren Jackson Jr.,MEM,WAS,6.5,-108,-120,1
Kyshawn George,WAS,MEM,4.5,-120,-108,0
Bilal Coulibaly,WAS,MEM,5.5,-120,-108,0
Alex Sarr,WAS,MEM,6.5,-128,-101,0
Jordan Poole,WAS,MEM,2.5,-125,-103,0
Santi Aldama,MEM,WAS,7.5,-114,-114,1
Scotty Pippen Jr.,MEM,WAS,4.5,-103,-125,1
Jaylen Wells,MEM,WAS,4.5,-130,100,1
Zach Edey,MEM,WAS,7.5,-120,-108,1
Luguentz Dort,OKC,HOU,3.5,-109,-119,1
Shai Gilgeous-Alexander,OKC,HOU,6.5,128,-167,1
Jalen Green,HOU,OKC,4.5,-139,107,0
Jabari Smith Jr.,HOU,OKC,6.5,-135,105,0
Jalen Williams,OKC,HOU,5.5,-118,-110,1
Chet Holmgren,OKC,HOU,9.5,-110,-118,1
Dillon Brooks,HOU,OKC,3.5,115,-149,0
Fred VanVleet,HOU,OKC,3.5,112,-145,0
Alperen Sengun,HOU,OKC,10.5,105,-135,0
Nikola Jokic,DEN,MIA,13.5,104,-135,1
Jamal Murray,DEN,MIA,3.5,-130,100,1
Michael Porter Jr.,DEN,MIA,7.5,107,-139,1
Bam Adebayo,MIA,DEN,9.5,-119,-109,0
Jimmy Butler,MIA,DEN,4.5,-130,100,0
Tyler Herro,MIA,DEN,4.5,-120,-108,0
Christian Braun,DEN,MIA,4.5,-120,-108,1
Terry Rozier,MIA,DEN,3.5,-135,104,0
Peyton Watson,DEN,MIA,4.5,-105,-123,1
Anthony Edwards,MIN,POR,5.5,-109,-119,1
Jaden McDaniels,MIN,POR,3.5,110,-143,1
Anfernee Simons,POR,MIN,2.5,-175,135,0
Jerami Grant,POR,MIN,3.5,-167,128,0
Toumani Camara,POR,MIN,4.5,100,-130,0
Rudy Gobert,MIN,POR,10.5,-130,100,1
Mike Conley,MIN,POR,2.5,105,-135,1
Deandre Ayton,POR,MIN,9.5,-143,110,0
Deni Avdija,POR,MIN,5.5,-116,-111,0
Julius Randle,MIN,POR,7.5,-119,-109,1
Scoot Henderson,POR,MIN,2.5,117,-152,0
De'Aaron Fox,SAC,LAC,4.5,-106,-122,1
Norman Powell,LAC,SAC,2.5,-130,100,0
Terance Mann,LAC,SAC,2.5,-169,129,0
Domantas Sabonis,SAC,LAC,12.5,-127,-102,1
Malik Monk,SAC,LAC,2.5,-156,120,1
Keegan Murray,SAC,LAC,6.5,-118,-110,1
Kevin Huerter,SAC,LAC,2.5,-149,115,1
James Harden,LAC,SAC,5.5,-147,114,0
DeMar DeRozan,SAC,LAC,3.5,-120,-108,1
Derrick Jones,LAC,SAC,2.5,-152,116,0
Ivica Zubac,LAC,SAC,11.5,100,-130,0
D'Angelo Russell,LAL,PHI,2.5,103,-133,1
LeBron James,LAL,PHI,6.5,-137,106,1
Austin Reaves,LAL,PHI,4.5,117,-152,1
Rui Hachimura,LAL,PHI,4.5,-149,115,1
Paul George,PHI,LAL,4.5,-135,105,0
Kelly Oubre Jr.,PHI,LAL,4.5,-109,-119,0
Kyle Lowry,PHI,LAL,2.5,-115,-112,0
Caleb Martin,PHI,LAL,4.5,-125,-103,0
Andre Drummond,PHI,LAL,10.5,-156,120,0
Anthony Davis,LAL,PHI,12.5,-125,-103,1
