Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Tobias Harris,DET,ATL,7.5,105,-135,1
Trae Young,ATL,DET,3.5,110,-143,0
Clint Capela,ATL,DET,8.5,128,-167,0
Jalen Johnson,ATL,DET,9.5,-105,-123,0
Isaiah Stewart II,DET,ATL,8.5,-143,110,1
Cade Cunningham,DET,ATL,6.5,-103,-125,1
Jaden Ivey,DET,ATL,4.5,112,-145,1
Zaccharie Risacher,ATL,DET,4.5,-110,-118,0
Dyson Daniels,ATL,DET,5.5,135,-175,0
Malik Beasley,DET,ATL,2.5,-135,105,1
Onyeka Okongwu,ATL,DET,6.5,-114,-114,0
LaMelo Ball,CHA,IND,5.5,-127,-102,1
Andrew Nembhard,IND,CHA,2.5,-125,-103,0
Brandon Miller,CHA,IND,4.5,-120,-108,1
Josh Green,CHA,IND,3.5,135,-175,1
Tyrese Haliburton,IND,CHA,4.5,-108,-120,0
Bennedict Mathurin,IND,CHA,5.5,-149,115,0
Pascal Siakam,IND,CHA,7.5,-120,-108,0
Myles Turner,IND,CHA,8.5,-123,-105,0
Tre Mann,CHA,IND,3.5,-120,-108,1
Jalen Suggs,ORL,NOP,4.5,-128,-101,1
Goga Bitadze,ORL,NOP,8.5,-123,-105,1
Franz Wagner,ORL,NOP,6.5,118,-154,1
Kentavious Caldwell-Pope,ORL,NOP,2.5,-120,-108,1
Brandon Ingram,NOP,ORL,5.5,-123,-105,0
B.J. Boston Jr.,NOP,ORL,4.5,-149,115,0
Anthony Black,ORL,NOP,3.5,126,-164,1
Al Horford,BOS,BKN,6.5,120,-156,1
Payton Pritchard,BOS,BKN,3.5,-135,104,1
Cam Thomas,BKN,BOS,3.5,120,-156,0
Dorian Finney-Smith,BKN,BOS,4.5,-112,-115,0
Derrick White,BOS,BKN,4.5,100,-130,1
Cameron Johnson,BKN,BOS,4.5,106,-137,0
Dennis Schroder,BKN,BOS,3.5,124,-161,0
Jayson Tatum,BOS,BKN,7.5,-125,-103,1
Jrue Holiday,BOS,BKN,4.5,-114,-114,1
Neemias Queta,BOS,BKN,8.5,110,-143,1
Stephen Curry,GSW,CLE,4.5,-108,-120,0
Draymond Green,GSW,CLE,6.5,118,-154,0
Andrew Wiggins,GSW,CLE,3.5,-161,123,0
Darius Garland,CLE,GSW,2.5,-133,103,1
Jarrett Allen,CLE,GSW,11.5,-114,-114,1
Evan Mobley,CLE,GSW,8.5,-123,-105,1
Donovan Mitchell,CLE,GSW,3.5,-139,107,1
Trayce Jackson-Davis,GSW,CLE,4.5,-147,113,0
Devin Booker,PHX,DAL,4.5,112,-145,0
Spencer Dinwiddie,DAL,PHX,1.5,-175,135,1
Kyrie Irving,DAL,PHX,4.5,-114,-114,1
Kevin Durant,PHX,DAL,6.5,102,-132,0
Grayson Allen,PHX,DAL,2.5,-110,-118,0
Bradley Beal,PHX,DAL,3.5,-147,113,0
Royce O'Neale,PHX,DAL,5.5,109,-141,0
Naji Marshall,DAL,PHX,4.5,105,-135,1
Daniel Gafford,DAL,PHX,7.5,-103,-125,1
Klay Thompson,DAL,PHX,3.5,110,-143,1
Tyus Jones,PHX,DAL,2.5,-112,-115,0
Jusuf Nurkic,PHX,DAL,10.5,-135,105,0
Luka Doncic,DAL,PHX,8.5,-130,100,1
Giannis Antetokounmpo,MIL,NYK,11.5,-111,-116,0
Miles McBride,NYK,MIL,2.5,106,-137,1
