Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Bogdan Bogdanovic,ATL,NOP,2.5,-160,124,1
Dejounte Murray,NOP,ATL,5.5,-113,-113,0
Trae Young,ATL,NOP,3.5,124,-160,1
Dyson Daniels,ATL,NOP,4.5,-148,116,1
Clint Capela,ATL,NOP,9.5,100,-128,1
Jalen Johnson,ATL,NOP,9.5,102,-130,1
Zaccharie Risacher,ATL,NOP,2.5,-170,130,1
De'Andre Hunter,ATL,NOP,3.5,-113,-113,1
Haywood Highsmith,MIA,BOS,3.5,-128,100,0
Jayson Tatum,BOS,MIA,8.5,-146,114,1
Bam Adebayo,MIA,BOS,10.5,-111,-115,0
Tyler Herro,MIA,BOS,5.5,106,-136,0
Nicolas Claxton,BKN,CHI,9.5,-106,-120,0
Ayo Dosunmu,CHI,BKN,3.5,102,-130,1
Nikola Vucevic,CHI,BKN,10.5,-120,-106,1
Zach LaVine,CHI,BKN,4.5,-104,-122,1
Cameron Johnson,BKN,CHI,4.5,-146,114,0
Josh Giddey,CHI,BKN,5.5,-128,100,1
Jalen Wilson,BKN,CHI,5.5,116,-148,0
Dennis Schroder,BKN,CHI,3.5,-122,-104,0
Coby White,CHI,BKN,3.5,-102,-125,1
Anthony Edwards,MIN,LAL,5.5,116,-148,1
Jaden McDaniels,MIN,LAL,3.5,118,-150,1
Julius Randle,MIN,LAL,6.5,-142,112,1
Rui Hachimura,LAL,MIN,5.5,130,-166,0
LeBron James,LAL,MIN,7.5,108,-138,0
Mike Conley,MIN,LAL,2.5,-154,120,1
Anthony Davis,LAL,MIN,11.5,-120,-108,0
Rudy Gobert,MIN,LAL,11.5,-142,112,1
