Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Shai Gilgeous-Alexander,OKC,ORL,6.5,102,-132,1
Franz Wagner,ORL,OKC,5.5,-147,113,0
Moe Wagner,ORL,OKC,7.5,-110,-118,0
Jalen Williams,OKC,ORL,5.5,-130,100,1
Jalen Suggs,ORL,OKC,4.5,-130,100,0
Kentavious Caldwell-Pope,ORL,OKC,2.5,-118,-110,0
Chet Holmgren,OKC,ORL,9.5,-108,-120,1
Brandon Ingram,NOP,POR,5.5,-147,113,1
Zion Williamson,NOP,POR,7.5,100,-130,1
Anfernee Simons,POR,NOP,3.5,107,-139,0
Jose Alvarado,NOP,POR,3.5,-120,-108,1
Scoot Henderson,POR,NOP,2.5,-112,-115,0
Jerami Grant,POR,NOP,3.5,-135,104,0
Toumani Camara,POR,NOP,4.5,-132,102,0
Deandre Ayton,POR,NOP,10.5,-161,124,0
Yves Missi,NOP,POR,6.5,-123,-104,1
Deni Avdija,POR,NOP,5.5,-139,107,0
Luka Doncic,DAL,IND,8.5,-132,102,1
Myles Turner,IND,DAL,7.5,106,-137,0
Tyrese Haliburton,IND,DAL,4.5,-114,-114,0
Kyrie Irving,DAL,IND,4.5,-101,-128,1
Dereck Lively II,DAL,IND,8.5,-108,-120,1
Pascal Siakam,IND,DAL,7.5,-123,-104,0
Klay Thompson,DAL,IND,3.5,115,-149,1
Daniel Gafford,DAL,IND,6.5,103,-133,1
P.J. Washington,DAL,IND,6.5,-110,-118,1
Andrew Nembhard,IND,DAL,2.5,-127,-102,0
Jakob Poeltl,TOR,DEN,10.5,-125,-103,0
Christian Braun,DEN,TOR,4.5,-101,-128,1
Michael Porter Jr.,DEN,TOR,6.5,117,-152,1
Aaron Gordon,DEN,TOR,6.5,110,-143,1
R.J. Barrett,TOR,DEN,5.5,-125,-103,0
Gradey Dick,TOR,DEN,3.5,120,-156,0
Ochai Agbaji,TOR,DEN,3.5,-145,111,0
Davion Mitchell,TOR,DEN,2.5,-108,-120,0
Nikola Jokic,DEN,TOR,12.5,110,-143,1
Russell Westbrook,DEN,TOR,4.5,-112,-115,1
Devin Booker,PHX,PHI,3.5,-156,120,1
Andre Drummond,PHI,PHX,11.5,-127,-102,0
Kevin Durant,PHX,PHI,5.5,-147,114,1
Tyrese Maxey,PHI,PHX,3.5,-149,115,0
Paul George,PHI,PHX,4.5,-101,-128,0
Kelly Oubre Jr.,PHI,PHX,4.5,103,-133,0
Jusuf Nurkic,PHX,PHI,9.5,-101,-128,1
Caleb Martin,PHI,PHX,4.5,-130,100,0
Tyus Jones,PHX,PHI,2.5,-156,120,1
Bradley Beal,PHX,PHI,3.5,-152,117,1
Ivica Zubac,LAC,SAS,11.5,-135,104,1
Terance Mann,LAC,SAS,3.5,110,-143,1
Keldon Johnson,SAS,LAC,4.5,-141,108,0
Jeremy Sochan,SAS,LAC,6.5,-135,104,0
Julian Champagnie,SAS,LAC,3.5,-133,103,0
Norman Powell,LAC,SAS,2.5,-172,132,1
Victor Wembanyama,SAS,LAC,10.5,-106,-122,0
James Harden,LAC,SAS,5.5,-167,128,1
Derrick Jones,LAC,SAS,3.5,122,-159,1
Harrison Barnes,SAS,LAC,2.5,-161,124,0
Chris Paul,SAS,LAC,3.5,-108,-120,0
Malaki Branham,SAS,LAC,1.5,-120,-108,0
Stephon Castle,SAS,LAC,1.5,-164,125,0
Zach Collins,SAS,LAC,3.5,-120,-108,0
Nicolas Batum,LAC,SAS,3.5,100,-130,1
Kris Dunn,LAC,SAS,3.5,122,-159,1
