Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Dean Wade,CLE,MIL,4.5,113,-147,1
Darius Garland,CLE,MIL,2.5,-143,110,1
Evan Mobley,CLE,MIL,8.5,-109,-119,1
Jarrett Allen,CLE,MIL,11.5,103,-133,1
Donovan Mitchell,CLE,MIL,3.5,-141,108,1
Giannis Antetokounmpo,MIL,CLE,12.5,110,-143,0
Alex Sarr,WAS,GSW,6.5,-130,100,1
Bilal Coulibaly,WAS,GSW,5.5,-114,-114,1
Jordan Poole,WAS,GSW,2.5,-133,103,1
Stephen Curry,GSW,WAS,4.5,-156,120,0
LeBron James,LAL,DET,6.5,-118,-110,0
D'Angelo Russell,LAL,DET,2.5,-154,118,0
Tobias Harris,DET,LAL,6.5,-141,109,1
Anthony Davis,LAL,DET,13.5,115,-149,0
Austin Reaves,LAL,DET,4.5,110,-143,0
Jalen Duren,DET,LAL,10.5,-102,-127,1
Rui Hachimura,LAL,DET,5.5,122,-159,0
Jaden Ivey,DET,LAL,3.5,-102,-127,1
Tim Hardaway Jr.,DET,LAL,2.5,161,-213,1
Malik Beasley,DET,LAL,2.5,-112,-115,1
Cade Cunningham,DET,LAL,5.5,118,-154,1
Dalton Knecht,LAL,DET,2.5,-130,100,0
Simone Fontecchio,DET,LAL,3.5,126,-164,1
Trae Young,ATL,BOS,3.5,-111,-116,1
Al Horford,BOS,ATL,5.5,-135,104,0
Payton Pritchard,BOS,ATL,3.5,112,-145,0
Jayson Tatum,BOS,ATL,8.5,107,-139,0
Derrick White,BOS,ATL,3.5,-156,120,0
Jalen Johnson,ATL,BOS,9.5,109,-141,1
Zaccharie Risacher,ATL,BOS,3.5,100,-130,1
Jrue Holiday,BOS,ATL,4.5,-145,112,0
Dyson Daniels,ATL,BOS,4.5,-123,-105,1
Clint Capela,ATL,BOS,7.5,-122,-106,1
Jaren Jackson Jr.,MEM,BKN,5.5,-116,-111,0
Ja Morant,MEM,BKN,5.5,-119,-109,0
Cam Thomas,BKN,MEM,3.5,-109,-119,1
Santi Aldama,MEM,BKN,8.5,122,-159,0
Dorian Finney-Smith,BKN,MEM,4.5,-119,-109,1
Jake LaRavia,MEM,BKN,4.5,-130,100,0
Cameron Johnson,BKN,MEM,4.5,-122,-106,1
Dennis Schroder,BKN,MEM,3.5,109,-141,1
Scotty Pippen Jr.,MEM,BKN,3.5,107,-139,0
Zach Edey,MEM,BKN,6.5,-139,107,0
Jaylen Wells,MEM,BKN,4.5,-130,101,0
Bam Adebayo,MIA,SAC,9.5,-109,-119,1
Jimmy Butler,MIA,SAC,4.5,-123,-104,1
Tyler Herro,MIA,SAC,4.5,-130,100,1
Keegan Murray,SAC,MIA,6.5,-123,-105,0
Nikola Jovic,MIA,SAC,3.5,-164,125,1
Terry Rozier,MIA,SAC,3.5,-120,-108,1
Kevin Huerter,SAC,MIA,2.5,-164,125,0
DeMar DeRozan,SAC,MIA,3.5,-141,108,0
Jaime Jaquez Jr.,MIA,SAC,4.5,-108,-120,1
Domantas Sabonis,SAC,MIA,13.5,109,-141,0
De'Aaron Fox,SAC,MIA,5.5,124,-161,0
Zach LaVine,CHI,UTA,4.5,-112,-115,1
Alperen Sengun,HOU,NYK,9.5,106,-137,1
Jabari Smith Jr.,HOU,NYK,6.5,-118,-110,1
Jalen Brunson,NYK,HOU,3.5,102,-132,0
Jalen Green,HOU,NYK,4.5,-143,110,1
Josh Hart,NYK,HOU,10.5,110,-143,0
Fred VanVleet,HOU,NYK,3.5,118,-154,1
Mikal Bridges,NYK,HOU,4.5,-102,-127,0
Dillon Brooks,HOU,NYK,3.5,118,-154,1
OG Anunoby,NYK,HOU,4.5,-110,-118,0
Karl-Anthony Towns,NYK,HOU,10.5,-116,-111,0
Amen Thompson,HOU,NYK,5.5,115,-149,1
Miles McBride,NYK,HOU,2.5,130,-169,0
Miles Bridges,CHA,MIN,7.5,107,-139,0
Jaden McDaniels,MIN,CHA,3.5,-127,-102,1
LaMelo Ball,CHA,MIN,5.5,100,-130,0
Anthony Edwards,MIN,CHA,6.5,102,-132,1
Rudy Gobert,MIN,CHA,11.5,-130,101,1
Mike Conley,MIN,CHA,3.5,122,-159,1
Nickeil Alexander-Walker,MIN,CHA,2.5,115,-149,1
Grant Williams,CHA,MIN,4.5,-179,136,0
Brandon Miller,CHA,MIN,4.5,-105,-123,0
Josh Green,CHA,MIN,2.5,-152,117,0
Donte DiVincenzo,MIN,CHA,3.5,-128,-101,1
Julius Randle,MIN,CHA,8.5,-111,-116,1
Luguentz Dort,OKC,ORL,3.5,-147,113,1
Alex Caruso,OKC,ORL,2.5,-135,105,1
