Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Jordan Clarkson,UTA,DAL,3.5,104,-135,1
Luka Doncic,DAL,UTA,8.5,-127,-102,0
Collin Sexton,UTA,DAL,2.5,-147,113,1
Lauri Markkanen,UTA,DAL,7.5,107,-139,1
Dereck Lively II,DAL,UTA,8.5,-103,-125,0
John Collins,UTA,DAL,10.5,117,-152,1
Keyonte George,UTA,DAL,2.5,-132,102,1
Naji Marshall,DAL,UTA,4.5,103,-133,0
Klay Thompson,DAL,UTA,3.5,118,-154,0
Kyrie Irving,DAL,UTA,4.5,-108,-120,0
Daniel Gafford,DAL,UTA,7.5,112,-145,0
