Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Tobias Harris,DET,BOS,5.5,-113,-113,0
Jayson Tatum,BOS,DET,8.5,100,-128,1
Jalen Duren,DET,BOS,8.5,-128,100,0
Cade Cunningham,DET,BOS,5.5,-104,-122,0
Jaden Ivey,DET,BOS,3.5,102,-130,0
Pascal Siakam,IND,BKN,6.5,-128,100,0
Cameron Johnson,BKN,IND,4.5,-113,-113,1
Bennedict Mathurin,IND,BKN,6.5,108,-138,0
Tyrese Haliburton,IND,BKN,3.5,106,-136,0
Obi Toppin,IND,BKN,3.5,-113,-113,0
Myles Turner,IND,BKN,7.5,-113,-113,0
Nicolas Claxton,BKN,IND,9.5,118,-150,1
Dennis Schroder,BKN,IND,3.5,118,-150,1
Rui Hachimura,LAL,MIA,4.5,-146,114,0
Anthony Davis,LAL,MIA,12.5,112,-142,0
Jimmy Butler,MIA,LAL,4.5,-146,114,1
Haywood Highsmith,MIA,LAL,3.5,-122,-104,1
LeBron James,LAL,MIA,7.5,-120,-106,0
Austin Reaves,LAL,MIA,3.5,130,-166,0
Tyler Herro,MIA,LAL,5.5,116,-148,1
Bam Adebayo,MIA,LAL,10.5,-106,-120,1
Kelly Oubre Jr.,PHI,ORL,5.5,100,-128,1
Franz Wagner,ORL,PHI,6.5,-113,-113,0
Jalen Suggs,ORL,PHI,4.5,110,-140,0
Tyrese Maxey,PHI,ORL,3.5,-132,104,1
Wendell Carter Jr.,ORL,PHI,7.5,-106,-120,0
Jared McCain,PHI,ORL,3.5,142,-186,1
Guerschon Yabusele,PHI,ORL,7.5,-130,102,1
Damian Lillard,MIL,ATL,3.5,-166,130,1
Trae Young,ATL,MIL,3.5,112,-142,0
Dyson Daniels,ATL,MIL,4.5,-128,100,0
Clint Capela,ATL,MIL,9.5,-104,-122,0
Jalen Johnson,ATL,MIL,8.5,-142,112,0
Andre Jackson Jr.,MIL,ATL,3.5,-140,110,1
Giannis Antetokounmpo,MIL,ATL,12.5,102,-130,1
Brook Lopez,MIL,ATL,5.5,124,-160,1
Bobby Portis,MIL,ATL,6.5,-125,-102,1
Anthony Edwards,MIN,LAC,4.5,-148,116,0
Julius Randle,MIN,LAC,6.5,108,-138,0
Rudy Gobert,MIN,LAC,11.5,-115,-111,0
Jaden McDaniels,MIN,LAC,3.5,118,-150,0
Kris Dunn,LAC,MIN,3.5,108,-138,1
Ivica Zubac,LAC,MIN,10.5,-125,-102,1
Naz Reid,MIN,LAC,4.5,-142,112,0
James Harden,LAC,MIN,5.5,-122,-104,1
