Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
Zaccharie Risacher,ATL,WAS,3.5,-154,126,0
Clint Capela,ATL,WAS,9.5,-105,-115,0
Alex Sarr,WAS,ATL,6.5,-118,-104,1
Trae Young,ATL,WAS,3.5,-110,-110,0
Jalen Johnson,ATL,WAS,9.5,-130,106,0
Jordan Poole,WAS,ATL,3.5,132,-162,1
Bilal Coulibaly,WAS,ATL,5.5,-110,-110,1
Jrue Holiday,BOS,IND,4.5,-150,122,0
Aaron Nesmith,IND,BOS,3.5,-152,124,1
Payton Pritchard,BOS,IND,2.5,-164,134,0
Andrew Nembhard,IND,BOS,2.5,-110,-110,1
Al Horford,BOS,IND,5.5,-144,118,0
Tyrese Haliburton,IND,BOS,3.5,-168,136,1
Pascal Siakam,IND,BOS,7.5,-115,-105,1
Jayson Tatum,BOS,IND,8.5,-120,-102,0
Jaylen Brown,BOS,IND,6.5,118,-144,0
Derrick White,BOS,IND,4.5,106,-130,0
Cody Martin,CHA,TOR,3.5,-130,106,1
Jakob Poeltl,TOR,CHA,10.5,-115,-105,0
Nick Richards,CHA,TOR,9.5,-138,112,1
Miles Bridges,CHA,TOR,6.5,-110,-110,1
LaMelo Ball,CHA,TOR,5.5,-144,118,1
Ochai Agbaji,TOR,CHA,4.5,106,-130,0
R.J. Barrett,TOR,CHA,5.5,-110,-110,0
Caris LeVert,CLE,LAL,2.5,-164,134,1
Jarrett Allen,CLE,LAL,9.5,-140,112,1
Austin Reaves,LAL,CLE,4.5,-118,-104,0
Anthony Davis,LAL,CLE,12.5,-115,-105,0
Evan Mobley,CLE,LAL,9.5,110,-134,1
LeBron James,LAL,CLE,6.5,-134,110,0
Rui Hachimura,LAL,CLE,5.5,-132,108,0
Donovan Mitchell,CLE,LAL,3.5,-130,106,1
Tim Hardaway Jr.,DET,PHI,3.5,116,-142,0
Jalen Duren,DET,PHI,11.5,-108,-112,0
Tobias Harris,DET,PHI,6.5,-138,112,0
Guerschon Yabusele,PHI,DET,3.5,-142,116,1
Andre Drummond,PHI,DET,13.5,-120,-102,1
Cade Cunningham,DET,PHI,4.5,-150,122,0
Simone Fontecchio,DET,PHI,2.5,-170,138,0
Jaden Ivey,DET,PHI,3.5,-110,-110,0
Tyrese Maxey,PHI,DET,3.5,-118,-104,1
Kelly Oubre Jr.,PHI,DET,4.5,-150,122,1
Caleb Martin,PHI,DET,4.5,-150,122,1
Karl-Anthony Towns,NYK,MIA,10.5,106,-130,0
OG Anunoby,NYK,MIA,4.5,-106,-114,0
Terry Rozier,MIA,NYK,3.5,-110,-110,1
Jimmy Butler,MIA,NYK,4.5,-134,110,1
Mikal Bridges,NYK,MIA,3.5,-148,120,0
Jalen Brunson,NYK,MIA,3.5,126,-154,0
Bam Adebayo,MIA,NYK,9.5,-115,-105,1
Tyler Herro,MIA,NYK,4.5,-102,-120,1
Dennis Schroder,BKN,MEM,3.5,100,-122,0
Cam Thomas,BKN,MEM,3.5,-130,106,0
Ben Simmons,BKN,MEM,6.5,-118,-104,0
Dorian Finney-Smith,BKN,MEM,5.5,-110,-110,0
Cameron Johnson,BKN,MEM,4.5,-118,-104,0
Coby White,CHI,ORL,3.5,-148,120,1
Wendell Carter Jr.,ORL,CHI,9.5,-110,-110,0
Paolo Banchero,ORL,CHI,8.5,114,-140,0
Nikola Vucevic,CHI,ORL,10.5,112,-138,1
Josh Giddey,CHI,ORL,6.5,-104,-118,1
Jalen Suggs,ORL,CHI,3.5,-130,106,0
Patrick Williams,CHI,ORL,4.5,120,-148,1
Zach LaVine,CHI,ORL,4.5,-122,100,1
Keldon Johnson,SAS,OKC,4.5,-118,-104,0
Jeremy Sochan,SAS,OKC,7.5,104,-128,0
Chris Paul,SAS,OKC,3.5,-105,-115,0
Jalen Williams,OKC,SAS,4.5,-148,120,1
Luguentz Dort,OKC,SAS,3.5,114,-140,1
Chet Holmgren,OKC,SAS,9.5,-110,-110,1
Victor Wembanyama,SAS,OKC,11.5,-128,104,0
Harrison Barnes,SAS,OKC,3.5,-102,-120,0
Shai Gilgeous-Alexander,OKC,SAS,6.5,112,-138,1
Julian Champagnie,SAS,OKC,3.5,-154,126,0
Andrew Wiggins,GSW,NOP,4.5,-110,-110,1
Draymond Green,GSW,NOP,5.5,-138,112,1
Brandon Ingram,NOP,GSW,5.5,-110,-110,0
James Harden,LAC,POR,5.5,-130,102,1
Toumani Camara,POR,LAC,4.5,-122,-104,0
Kris Dunn,LAC,POR,3.5,106,-136,1
Jerami Grant,POR,LAC,3.5,118,-150,0
Terance Mann,LAC,POR,2.5,-166,130,1
Ivica Zubac,LAC,POR,11.5,-113,-113,1
Norman Powell,LAC,POR,2.5,-170,130,1
Deandre Ayton,POR,LAC,10.5,104,-132,0
Derrick Jones,LAC,POR,3.5,106,-136,1
Scoot Henderson,POR,LAC,2.5,-125,-102,0
Anfernee Simons,POR,LAC,2.5,-125,-102,0
Deni Avdija,POR,LAC,6.5,114,-146,0
Nicolas Batum,LAC,POR,3.5,-102,-125,1
