Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-11-04,CONSENSUS PICK,Dean Wade,4.211051428689473,4.5,2.837876382540085,45.95%,54.05%,46.95%,59.51%,-0.0100332331726472,-0.0545920353073283,
2024-11-04,CONSENSUS PICK,Darius Garland,2.638575112046,2.5,2.837876382540085,51.95%,48.05%,58.85%,47.62%,-0.0690045275059852,0.004336685060365,
2024-11-04,CONSENSUS PICK,Evan Mobley,8.59070643968541,8.5,2.837876382540085,51.27%,48.73%,52.15%,54.34%,-0.0087819639885784,-0.0561281319236803,
2024-11-04,CONSENSUS PICK,Jarrett Allen,9.206627597695848,11.5,2.837876382540085,20.95%,79.05%,49.26%,57.08%,-0.2831028980770475,0.219676609994847,
2024-11-04,CONSENSUS PICK,Donovan Mitchell,4.674042291612829,3.5,2.837876382540085,66.05%,33.95%,58.51%,48.08%,0.0753925017543865,-0.1412239731875176,
2024-11-04,CONSENSUS PICK,Giannis Antetokounmpo,10.40766561167254,12.5,2.837876382540085,23.05%,76.95%,47.62%,58.85%,-0.2457170962908179,0.1810492538451977,
2024-11-04,CONSENSUS PICK,Bilal Coulibaly,4.214089287356183,5.5,2.837876382540085,32.52%,67.48%,53.27%,53.27%,-0.207480656543016,0.1420600957953526,
2024-11-04,CONSENSUS PICK,Jordan Poole,3.119266344427845,2.5,2.837876382540085,58.64%,41.36%,57.08%,49.26%,0.0155536334331762,-0.0789799215153767,
2024-11-04,CONSENSUS PICK,Stephen Curry,4.218066677588503,4.5,2.837876382540085,46.04%,53.96%,60.94%,45.45%,-0.1489434533946365,0.085022998849182,
2024-11-04,CONSENSUS PICK,LeBron James,7.24774533640203,6.5,2.837876382540085,60.39%,39.61%,54.13%,52.38%,0.0626282199323394,-0.127722147411588,
2024-11-04,CONSENSUS PICK,D'Angelo Russell,2.4235345167096525,2.5,2.837876382540085,48.93%,51.07%,60.63%,45.87%,-0.1170472577424345,0.052032448813734,
2024-11-04,CONSENSUS PICK,Tobias Harris,6.2939902011895015,6.5,2.837876382540085,47.11%,52.89%,58.51%,47.85%,-0.113997219422799,0.0504660792373675,
2024-11-04,CONSENSUS PICK,Anthony Davis,11.834103150830458,13.5,2.837876382540085,27.86%,72.14%,46.51%,59.84%,-0.186521929269573,0.1230120759026168,
2024-11-04,CONSENSUS PICK,Austin Reaves,4.044130036645013,4.5,2.837876382540085,43.62%,56.38%,47.62%,58.85%,-0.0400011000441865,-0.0246667424014336,
2024-11-04,CONSENSUS PICK,Jalen Duren,10.784593512214803,10.5,2.837876382540085,53.99%,46.01%,50.50%,55.95%,0.0349900635487807,-0.0994119242370522,
2024-11-04,CONSENSUS PICK,Rui Hachimura,4.0336434377379,5.5,2.837876382540085,30.27%,69.73%,45.05%,61.39%,-0.1477708304384257,0.0834207660883613,
2024-11-04,CONSENSUS PICK,Jaden Ivey,3.876305288165044,3.5,2.837876382540085,55.27%,44.73%,50.50%,55.95%,0.047795040037996,-0.1122169007262676,
2024-11-04,CONSENSUS PICK,Tim Hardaway Jr.,3.846043869676868,2.5,2.837876382540085,68.24%,31.76%,38.31%,68.05%,0.2992201537848027,-0.3628730983455361,
2024-11-04,CONSENSUS PICK,Malik Beasley,4.879639478149958,2.5,2.837876382540085,79.91%,20.09%,52.83%,53.49%,0.2708310651277977,-0.334016672850483,
2024-11-04,CONSENSUS PICK,Cade Cunningham,4.39562206375716,5.5,2.837876382540085,34.86%,65.14%,45.87%,60.63%,-0.1101353927172249,0.0451205837885244,
2024-11-04,CONSENSUS PICK,Simone Fontecchio,4.403393166476859,3.5,2.837876382540085,62.49%,37.51%,44.25%,62.12%,0.1824064093691305,-0.2460964066874464,
2024-11-04,CONSENSUS PICK,Trae Young,3.464195500213689,3.5,2.837876382540085,49.50%,50.50%,52.61%,53.70%,-0.0310995332476301,-0.0320038545003074,
2024-11-04,CONSENSUS PICK,Al Horford,6.232302765046079,5.5,2.837876382540085,60.18%,39.82%,57.45%,49.02%,0.0273462275814918,-0.0920103911192474,
2024-11-04,CONSENSUS PICK,Payton Pritchard,3.210879931677044,3.5,2.837876382540085,45.94%,54.06%,47.17%,59.18%,-0.0122717622514024,-0.0512630856500222,
2024-11-04,CONSENSUS PICK,Jayson Tatum,6.842801917080685,8.5,2.837876382540085,27.96%,72.04%,48.31%,58.16%,-0.2034672022750381,0.1387854566764288,
2024-11-04,CONSENSUS PICK,Derrick White,4.062622970513268,3.5,2.837876382540085,57.86%,42.14%,60.94%,45.45%,-0.0307978079849688,-0.0331226465604855,
2024-11-04,CONSENSUS PICK,Jalen Johnson,8.055359949661074,9.5,2.837876382540085,30.54%,69.46%,47.85%,58.51%,-0.1731126667569499,0.1095815265715184,
2024-11-04,CONSENSUS PICK,Jrue Holiday,5.023611869879404,4.5,2.837876382540085,57.32%,42.68%,59.18%,47.17%,-0.0186440759453315,-0.0448907719560931,
2024-11-04,CONSENSUS PICK,Dyson Daniels,3.7399665387597705,4.5,2.837876382540085,39.44%,60.56%,55.16%,51.22%,-0.1571496751697256,0.0933850464920487,
2024-11-04,CONSENSUS PICK,Clint Capela,9.818782857748833,7.5,2.837876382540085,79.31%,20.69%,54.95%,51.46%,0.2435101843223616,-0.3076228406680277,
2024-11-04,CONSENSUS PICK,Jaren Jackson Jr.,5.648813862481494,5.5,2.837876382540085,52.09%,47.91%,53.70%,52.61%,-0.0161267025001231,-0.0469766852478143,
2024-11-04,CONSENSUS PICK,Ja Morant,5.62629596828118,5.5,2.837876382540085,51.77%,48.23%,54.34%,52.15%,-0.0256304511348679,-0.0392796447773909,
