Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-11-11,CONSENSUS PICK,Nicolas Claxton,8.775013103270556,9.5,2.837876382540085,39.92%,60.08%,54.95%,51.46%,-0.1503687613750358,0.0862561050293697,
2024-11-11,CONSENSUS PICK,Brandon Ingram,5.225643141684281,5.5,2.837876382540085,46.15%,53.85%,50.74%,55.56%,-0.0458976374626939,-0.017047080654438,
2024-11-11,CONSENSUS PICK,Jose Alvarado,2.3918951650069182,3.5,2.837876382540085,34.81%,65.19%,53.49%,52.83%,-0.1867891050573793,0.123603497334694,
2024-11-11,CONSENSUS PICK,Cam Thomas,3.537125351506484,3.5,2.837876382540085,50.52%,49.48%,45.05%,61.39%,0.0547683991212278,-0.1191184634712922,
2024-11-11,CONSENSUS PICK,Ben Simmons,6.392561480201922,6.5,2.837876382540085,48.49%,51.51%,49.50%,56.90%,-0.0101493633123285,-0.0538656588795458,
2024-11-11,CONSENSUS PICK,Dorian Finney-Smith,4.72033982092485,4.5,2.837876382540085,53.09%,46.91%,51.92%,54.55%,0.0117130141697344,-0.0763983288550491,
2024-11-11,CONSENSUS PICK,Jalen Wilson,3.6490307663089774,3.5,2.837876382540085,52.09%,47.91%,45.45%,60.94%,0.0663953298884127,-0.1303157844338672,
2024-11-11,CONSENSUS PICK,Cameron Johnson,4.327920873468899,4.5,2.837876382540085,47.58%,52.42%,47.62%,58.85%,-0.0003661571036854,-0.0643016853419347,
2024-11-11,CONSENSUS PICK,Dennis Schroder,2.64031229090597,3.5,2.837876382540085,38.10%,61.90%,47.62%,58.85%,-0.0952201901958761,0.0305523477502559,
2024-11-11,CONSENSUS PICK,Ziaire Williams,3.640418233905254,3.5,2.837876382540085,51.97%,48.03%,45.87%,60.63%,0.0610160315030416,-0.1260308404317421,
2024-11-11,CONSENSUS PICK,Zach LaVine,4.053138996494125,4.5,2.837876382540085,43.74%,56.26%,50.00%,56.52%,-0.0625600830039241,-0.0026573083004236,
2024-11-11,CONSENSUS PICK,Coby White,3.539607031130595,3.5,2.837876382540085,50.56%,49.44%,49.50%,56.90%,0.0105181816708053,-0.0745332038626797,
2024-11-11,CONSENSUS PICK,Patrick Williams,2.89514828711933,4.5,2.837876382540085,28.59%,71.41%,49.02%,57.45%,-0.2043331241442299,0.1396689606064743,
2024-11-11,CONSENSUS PICK,Jarrett Allen,9.566896756622716,10.5,2.837876382540085,37.12%,62.88%,57.08%,49.26%,-0.1996632828271503,0.1362369947449498,
2024-11-11,CONSENSUS PICK,Darius Garland,2.6550378636676952,2.5,2.837876382540085,52.18%,47.82%,57.45%,49.02%,-0.0526840475680518,-0.0119801159697036,
2024-11-11,CONSENSUS PICK,Isaac Okoro,2.8924461847917957,2.5,2.837876382540085,55.50%,44.50%,47.17%,59.18%,0.0832957518041257,-0.1468305997055504,
2024-11-11,CONSENSUS PICK,Nikola Vucevic,8.098379487613256,9.5,2.837876382540085,31.07%,68.93%,54.55%,51.92%,-0.2347653177857922,0.1700800031004775,
2024-11-11,CONSENSUS PICK,Evan Mobley,8.80697824149118,8.5,2.837876382540085,54.31%,45.69%,56.90%,49.50%,-0.0258952179562318,-0.0381198042356425,
2024-11-11,CONSENSUS PICK,Ayo Dosunmu,2.091127011535178,3.5,2.837876382540085,30.98%,69.02%,47.85%,58.51%,-0.1686815722501277,0.1051504320646962,
2024-11-11,CONSENSUS PICK,Donovan Mitchell,4.569961633625604,3.5,2.837876382540085,64.69%,35.31%,61.39%,45.05%,0.0330243512883198,-0.0973744156383842,
2024-11-11,CONSENSUS PICK,Caris LeVert,3.594464781584525,3.5,2.837876382540085,51.33%,48.67%,55.56%,50.74%,-0.042278360955539,-0.0206663571615929,
2024-11-11,CONSENSUS PICK,Jalen Smith,5.759374449290686,5.5,2.837876382540085,53.64%,46.36%,50.00%,56.52%,0.0364115758954708,-0.1016289671998186,
2024-11-11,CONSENSUS PICK,Josh Giddey,4.297141294290703,6.5,2.837876382540085,21.88%,78.12%,46.51%,59.84%,-0.2463111291747031,0.1828012758077469,
2024-11-11,CONSENSUS PICK,Alperen Sengun,9.51479610619304,10.5,2.837876382540085,36.42%,63.58%,53.49%,52.83%,-0.170649051741851,0.1074634440191657,
