Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-10-31,CONSENSUS PICK,Giannis Antetokounmpo,10.323375120145444,11.5,2.837876382540085,33.92%,66.08%,54.95%,51.46%,-0.2103375072334302,0.1462248508877641,
2024-10-31,CONSENSUS PICK,Ja Morant,5.70719998556234,4.5,2.837876382540085,66.47%,33.53%,57.45%,48.78%,0.0902551719498996,-0.1525281351050632,
2024-10-31,CONSENSUS PICK,Bobby Portis,6.27965956155482,8.5,2.837876382540085,21.70%,78.30%,52.15%,54.34%,-0.3045398799269652,0.2396297840147063,
2024-10-31,CONSENSUS PICK,Damian Lillard,4.082190716620229,4.5,2.837876382540085,44.15%,55.85%,46.08%,60.32%,-0.019352686722622,-0.0446514095395387,
2024-10-31,CONSENSUS PICK,Gary Trent Jr.,2.6500033558057137,2.5,2.837876382540085,52.11%,47.89%,57.45%,48.78%,-0.053390765859786,-0.0088821972953774,
2024-10-31,CONSENSUS PICK,Taurean Prince,3.262743766682513,3.5,2.837876382540085,46.67%,53.33%,62.55%,43.86%,-0.1587822996614331,0.0947176436393554,
2024-10-31,CONSENSUS PICK,Brook Lopez,5.554284231452816,5.5,2.837876382540085,50.76%,49.24%,46.51%,59.84%,0.0425144107747536,-0.1060242641417098,
2024-10-31,CONSENSUS PICK,Pat Connaughton,3.140467530770564,2.5,2.837876382540085,58.93%,41.07%,59.84%,46.51%,-0.0091165952167071,-0.054393258150249,
2024-10-31,CONSENSUS PICK,Jaren Jackson Jr.,5.989466421263496,4.5,2.837876382540085,70.02%,29.98%,57.81%,48.54%,0.1220980509174709,-0.1855940158513123,
2024-10-31,CONSENSUS PICK,Luka Doncic,7.430491553320405,8.5,2.837876382540085,35.31%,64.69%,60.63%,45.87%,-0.2531638389000603,0.1881490299713598,
2024-10-31,CONSENSUS PICK,Alperen Sengun,9.232468659363162,9.5,2.837876382540085,46.24%,53.76%,54.55%,51.92%,-0.083007867858963,0.0183225531736483,
2024-10-31,CONSENSUS PICK,Kyrie Irving,4.565823774594233,4.5,2.837876382540085,50.93%,49.07%,48.31%,58.16%,0.0261607411328514,-0.0908424867314608,
2024-10-31,CONSENSUS PICK,Fred VanVleet,3.506033595714121,3.5,2.837876382540085,50.08%,49.92%,47.62%,58.85%,0.0246577124884225,-0.0893255549340427,
2024-10-31,CONSENSUS PICK,Dillon Brooks,3.492085714429064,3.5,2.837876382540085,49.89%,50.11%,44.25%,62.12%,0.0564095528670421,-0.1200995501853581,
2024-10-31,CONSENSUS PICK,Daniel Gafford,8.935677804960628,6.5,2.837876382540085,80.46%,19.54%,52.61%,53.70%,0.2785632807340121,-0.3416666684819496,
2024-10-31,CONSENSUS PICK,P.J. Washington,5.591446546048932,6.5,2.837876382540085,37.44%,62.56%,49.02%,57.45%,-0.1157697453368093,0.0511055817990537,
2024-10-31,CONSENSUS PICK,Klay Thompson,3.2090585732778707,3.5,2.837876382540085,45.92%,54.08%,45.45%,60.94%,0.0046261876206607,-0.0685466421661152,
2024-10-31,CONSENSUS PICK,Jabari Smith Jr.,6.756947847192053,7.5,2.837876382540085,39.67%,60.33%,47.62%,58.85%,-0.0794657131526654,0.0147978707070453,
2024-10-31,CONSENSUS PICK,Jalen Green,4.691289892985041,4.5,2.837876382540085,52.69%,47.31%,57.45%,48.78%,-0.0475973318237032,-0.0146756313314602,
2024-10-31,CONSENSUS PICK,Dereck Lively II,7.636817269597427,8.5,2.837876382540085,38.05%,61.95%,46.51%,59.84%,-0.0846151930534425,0.0211053396864863,
2024-10-31,CONSENSUS PICK,Tari Eason,6.48001077220216,4.5,2.837876382540085,75.73%,24.27%,52.83%,53.49%,0.22901839040209,-0.2922039981247753,
2024-10-31,CONSENSUS PICK,Lauri Markkanen,6.848951200789981,7.5,2.837876382540085,40.93%,59.07%,52.61%,53.70%,-0.1167928038240913,0.0536894160761537,
2024-10-31,CONSENSUS PICK,Jeremy Sochan,5.755392473960916,7.5,2.837876382540085,26.94%,73.06%,53.27%,53.27%,-0.2633530422324168,0.1979324814847534,
2024-10-31,CONSENSUS PICK,Julian Champagnie,3.8203654819413058,3.5,2.837876382540085,54.49%,45.51%,60.94%,45.45%,-0.0644342150990118,0.0005137605535572,
2024-10-31,CONSENSUS PICK,Victor Wembanyama,9.931543122498296,11.5,2.837876382540085,29.02%,70.98%,49.50%,56.90%,-0.2048105654702728,0.1407955432783985,
2024-10-31,CONSENSUS PICK,Chris Paul,4.27065225168033,3.5,2.837876382540085,60.70%,39.30%,51.92%,54.55%,0.0877888534719638,-0.1524741681572785,
2024-10-31,CONSENSUS PICK,Harrison Barnes,3.8749981058511818,3.5,2.837876382540085,55.26%,44.74%,47.62%,58.85%,0.0763729010448622,-0.1410407434904825,
2024-10-31,CONSENSUS PICK,James Harden,5.730382081220513,5.5,2.837876382540085,53.24%,46.76%,59.84%,46.51%,-0.0660425175616175,0.0025326641946613,
2024-10-31,CONSENSUS PICK,Devin Booker,5.176810509793557,3.5,2.837876382540085,72.27%,27.73%,58.51%,47.85%,0.137633344874212,-0.2011644850596436,
2024-10-31,CONSENSUS PICK,Ivica Zubac,9.867916676597645,10.5,2.837876382540085,41.19%,58.81%,57.45%,49.02%,-0.1625956869268167,0.0979315233890611,
2024-10-31,CONSENSUS PICK,Terance Mann,3.6492535675477296,2.5,2.837876382540085,65.73%,34.27%,56.52%,50.00%,0.092032667824958,-0.1572500591293057,
2024-10-31,CONSENSUS PICK,Norman Powell,3.439927266239496,2.5,2.837876382540085,62.98%,37.02%,59.84%,46.51%,0.0313627241974966,-0.0948725775644528,
2024-10-31,CONSENSUS PICK,Kevin Durant,7.268067550270931,6.5,2.837876382540085,60.67%,39.33%,47.62%,58.85%,0.1304789053431402,-0.1951467477887604,
2024-10-31,CONSENSUS PICK,Bradley Beal,4.941458246208897,3.5,2.837876382540085,69.43%,30.57%,56.90%,49.50%,0.1252852046815702,-0.1893002268734446,
