Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-11-25,CONSENSUS PICK,Josh Green,2.739473190771085,3.5,2.837876382540085,39.44%,60.56%,58.68%,46.30%,-0.1924239369678628,0.1426841145007676,
2024-11-25,CONSENSUS PICK,Cody Martin,4.034969696158012,4.5,2.837876382540085,43.49%,56.51%,54.13%,50.98%,-0.1063659278576629,0.0552776026193108,
2024-11-25,CONSENSUS PICK,Taj Gibson,3.360275900058648,3.5,2.837876382540085,48.04%,51.96%,54.13%,50.98%,-0.0609185705004456,0.0098302452620935,
2024-11-25,CONSENSUS PICK,Kentavious Caldwell-Pope,2.6386831819721723,2.5,2.837876382540085,51.95%,48.05%,56.14%,49.02%,-0.0419154959112404,-0.0096840912920618,
2024-11-25,CONSENSUS PICK,Franz Wagner,5.602139577772578,6.5,2.837876382540085,37.59%,62.41%,46.73%,58.33%,-0.0914344224639199,0.0408113695044183,
2024-11-25,CONSENSUS PICK,Brandon Miller,4.305542883536877,5.5,2.837876382540085,33.69%,66.31%,46.73%,58.33%,-0.1303750168971391,0.0797519639376375,
2024-11-25,CONSENSUS PICK,LaMelo Ball,4.287437814048541,5.5,2.837876382540085,33.46%,66.54%,52.38%,52.38%,-0.1892211016543666,0.141602054035319,
2024-11-25,CONSENSUS PICK,Jonathan Isaac,4.851915157727054,6.5,2.837876382540085,28.07%,71.93%,51.22%,53.49%,-0.2314892336497751,0.1844103907683231,
2024-11-25,CONSENSUS PICK,Anthony Black,2.6528575533545,3.5,2.837876382540085,38.27%,61.73%,50.98%,54.13%,-0.1271480203672774,0.0760596951289253,
2024-11-25,CONSENSUS PICK,Goga Bitadze,6.577848759228228,7.5,2.837876382540085,37.26%,62.74%,59.02%,45.87%,-0.2175522518843851,0.1686727211278803,
2024-11-25,CONSENSUS PICK,Chris Boucher,4.530489688418687,4.5,2.837876382540085,50.43%,49.57%,54.13%,50.98%,-0.0369983142906028,-0.0140900109477493,
2024-11-25,CONSENSUS PICK,Isaiah Stewart II,3.8693519134476966,5.5,2.837876382540085,28.28%,71.72%,59.02%,45.87%,-0.3073835229324637,0.258503992175959,
2024-11-25,CONSENSUS PICK,Jakob Poeltl,8.711128948191497,10.5,2.837876382540085,26.42%,73.58%,54.13%,50.98%,-0.2770534018808573,0.2259650766425052,
2024-11-25,CONSENSUS PICK,Jalen Duren,10.11221241572609,11.5,2.837876382540085,31.24%,68.76%,46.73%,58.33%,-0.1548771078768744,0.1042540549173728,
2024-11-25,CONSENSUS PICK,Tobias Harris,6.29604015059162,6.5,2.837876382540085,47.14%,52.86%,57.26%,47.62%,-0.1012971249297868,0.052457076089738,
