Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-10-30,CONSENSUS PICK,Clint Capela,8.145143643546335,9.5,2.837876382540085,31.65%,68.35%,51.22%,53.49%,-0.1956632599294938,0.1485844170480418,
2024-10-30,CONSENSUS PICK,Trae Young,3.1183816718665742,3.5,2.837876382540085,44.65%,55.35%,52.38%,52.38%,-0.0772953242247644,0.0296762766057168,
2024-10-30,CONSENSUS PICK,Jalen Johnson,7.667848649516034,9.5,2.837876382540085,25.93%,74.07%,56.52%,48.54%,-0.3059502678629028,0.2552959833546715,
2024-10-30,CONSENSUS PICK,Jordan Poole,3.1979010251953404,3.5,2.837876382540085,45.76%,54.24%,43.10%,61.83%,0.026577196089813,-0.0759322895354566,
2024-10-30,CONSENSUS PICK,Bilal Coulibaly,4.411696204586522,5.5,2.837876382540085,35.07%,64.93%,52.38%,52.38%,-0.17313214171066,0.1255130940916123,
2024-10-30,CONSENSUS PICK,Jrue Holiday,5.295427088828373,4.5,2.837876382540085,61.04%,38.96%,60.00%,45.05%,0.0103723155252374,-0.0608227659756878,
2024-10-30,CONSENSUS PICK,Aaron Nesmith,4.2539042498732895,3.5,2.837876382540085,60.47%,39.53%,60.32%,44.64%,0.0015740479612057,-0.0511772225643804,
2024-10-30,CONSENSUS PICK,Payton Pritchard,3.074771192941361,2.5,2.837876382540085,58.03%,41.97%,62.12%,42.74%,-0.0409611092072406,-0.0076014393553079,
2024-10-30,CONSENSUS PICK,Andrew Nembhard,2.663066662175705,2.5,2.837876382540085,52.29%,47.71%,52.38%,52.38%,-0.0008985874926151,-0.0467204601264324,
2024-10-30,CONSENSUS PICK,Al Horford,6.094470476427625,5.5,2.837876382540085,58.30%,41.70%,59.02%,45.87%,-0.0072017898790692,-0.0416777408774355,
2024-10-30,CONSENSUS PICK,Tyrese Haliburton,4.2017282518304375,3.5,2.837876382540085,59.77%,40.23%,62.69%,42.37%,-0.029214414663329,-0.021380070537784,
2024-10-30,CONSENSUS PICK,Pascal Siakam,6.832182067569405,7.5,2.837876382540085,40.70%,59.30%,53.49%,51.22%,-0.1279047461389733,0.0808259032575212,
