Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-11-03,CONSENSUS PICK,Tobias Harris,6.1341141768269445,7.5,2.837876382540085,31.51%,68.49%,49.26%,57.08%,-0.1774611821652424,0.114034894083042,
2024-11-03,CONSENSUS PICK,Cade Cunningham,4.329728526865694,4.5,2.837876382540085,47.61%,52.39%,55.56%,50.74%,-0.0794775824745035,0.0165328643573715,
2024-11-03,CONSENSUS PICK,Jaden Ivey,3.629376108513988,3.5,2.837876382540085,51.82%,48.18%,51.92%,54.55%,-0.001049664858271,-0.0636356498270436,
2024-11-03,CONSENSUS PICK,Dorian Finney-Smith,4.308019240784045,4.5,2.837876382540085,47.30%,52.70%,52.15%,54.34%,-0.048498753000134,-0.0164113429121247,
2024-11-03,CONSENSUS PICK,Dennis Schroder,2.784075287435721,3.5,2.837876382540085,40.04%,59.96%,50.50%,55.95%,-0.1045361646840994,0.0401143039958279,
2024-11-03,CONSENSUS PICK,Tim Hardaway Jr.,3.653170054888767,2.5,2.837876382540085,65.78%,34.22%,51.22%,55.16%,0.1455620208218626,-0.2093266494995395,
2024-11-03,CONSENSUS PICK,Jalen Duren,10.102367178368176,9.5,2.837876382540085,58.40%,41.60%,55.56%,50.74%,0.0284922809855847,-0.0914369991027168,
2024-11-03,CONSENSUS PICK,Cameron Johnson,4.119972908938961,4.5,2.837876382540085,44.67%,55.33%,57.45%,48.78%,-0.1277321980510656,0.0654592348959021,
2024-11-03,CONSENSUS PICK,Cam Thomas,3.370607143277798,3.5,2.837876382540085,48.18%,51.82%,52.83%,53.49%,-0.0464853431446805,-0.0167002645780047,
2024-11-03,CONSENSUS PICK,Zion Williamson,6.796367213761033,7.5,2.837876382540085,40.21%,59.79%,49.50%,56.90%,-0.0929604142356375,0.0289453920437631,
2024-11-03,CONSENSUS PICK,Trae Young,3.457428508729525,3.5,2.837876382540085,49.40%,50.60%,45.05%,61.39%,0.0435651694864799,-0.1079152338365443,
2024-11-03,CONSENSUS PICK,Brandon Ingram,5.3894351988361,5.5,2.837876382540085,48.45%,51.55%,55.56%,50.74%,-0.0710945754334129,0.0081498573162809,
2024-11-03,CONSENSUS PICK,Jalen Johnson,7.374800383685177,8.5,2.837876382540085,34.59%,65.41%,54.34%,52.15%,-0.1975085043911126,0.1325984084788538,
2024-11-03,CONSENSUS PICK,Clint Capela,9.826669444623066,7.5,2.837876382540085,79.39%,20.61%,56.52%,50.00%,0.2286354627552679,-0.2938528540596157,
2024-11-03,CONSENSUS PICK,Jordan Hawkins,3.0361588667838526,4.5,2.837876382540085,30.30%,69.70%,46.95%,59.51%,-0.1664944540221361,0.1018691855421605,
2024-11-03,CONSENSUS PICK,Jose Alvarado,2.3160846154193275,3.5,2.837876382540085,33.83%,66.17%,62.55%,44.05%,-0.2871960918216224,0.2211992926663815,
2024-11-03,CONSENSUS PICK,Wendell Carter Jr.,6.265994250379368,8.5,2.837876382540085,21.56%,78.44%,53.70%,52.61%,-0.3214576765290224,0.2583542887810849,
2024-11-03,CONSENSUS PICK,Franz Wagner,5.726898432708779,5.5,2.837876382540085,53.19%,46.81%,57.45%,48.78%,-0.0426051649684657,-0.0196677981866977,
2024-11-03,CONSENSUS PICK,Luka Doncic,8.157413938018212,9.5,2.837876382540085,31.81%,68.19%,43.86%,62.55%,-0.1205239068109827,0.0564592507889051,
2024-11-03,CONSENSUS PICK,Jalen Suggs,3.065163333202854,4.5,2.837876382540085,30.66%,69.34%,60.32%,46.30%,-0.2966066501397616,0.2304690840021955,
2024-11-03,CONSENSUS PICK,P.J. Washington,5.5618778781213685,6.5,2.837876382540085,37.05%,62.95%,54.13%,52.38%,-0.1708004576516977,0.1057065301724491,
2024-11-03,CONSENSUS PICK,Anthony Black,2.7740963301191948,2.5,2.837876382540085,53.85%,46.15%,61.69%,44.64%,-0.0783862165222192,0.015099407545755,
2024-11-03,CONSENSUS PICK,Daniel Gafford,9.904396116773624,6.5,2.837876382540085,88.49%,11.51%,47.85%,58.51%,0.4063891870340659,-0.4699203272194974,
2024-11-03,CONSENSUS PICK,Kyrie Irving,5.101673881185904,4.5,2.837876382540085,58.40%,41.60%,48.31%,58.16%,0.1008607554695784,-0.1655425010681878,
2024-11-03,CONSENSUS PICK,Kentavious Caldwell-Pope,2.678128520995837,2.5,2.837876382540085,52.50%,47.50%,46.08%,60.32%,0.0641949806402779,-0.1281990769024387,
2024-11-03,CONSENSUS PICK,Klay Thompson,4.039535440961305,3.5,2.837876382540085,57.54%,42.46%,44.25%,62.12%,0.1329143515816835,-0.1966043488999994,
2024-11-03,CONSENSUS PICK,Dereck Lively II,9.067014802740418,7.5,2.837876382540085,70.96%,29.04%,56.52%,50.00%,0.1443696348760278,-0.2095870261803756,
