Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-10-28,CONSENSUS PICK,Tyrese Haliburton,4.090233710801596,3.5,2.837876382540085,58.24%,41.76%,59.35%,46.73%,-0.0111165510464518,-0.049669103539066,
2024-10-28,CONSENSUS PICK,Pascal Siakam,8.545965407297812,6.5,2.837876382540085,76.45%,23.55%,56.14%,50.00%,0.2031261818327054,-0.2645296906046353,
2024-10-28,CONSENSUS PICK,Obi Toppin,5.793559011795285,3.5,2.837876382540085,79.05%,20.95%,53.05%,53.05%,0.2599945532663805,-0.3210274171161458,
2024-10-28,CONSENSUS PICK,Wendell Carter Jr.,6.347824105691657,9.5,2.837876382540085,13.33%,86.67%,54.55%,51.46%,-0.4121169152930508,0.3520992630423889,
2024-10-28,CONSENSUS PICK,Andrew Nembhard,3.455958563640088,2.5,2.837876382540085,63.19%,36.81%,47.17%,58.68%,0.1601895411073608,-0.2186645138190402,
2024-10-28,CONSENSUS PICK,Bennedict Mathurin,4.632166072999275,3.5,2.837876382540085,65.50%,34.50%,48.54%,57.63%,0.1695974721677269,-0.2313055518122884,
2024-10-28,CONSENSUS PICK,T.J. McConnell,4.048026847522615,2.5,2.837876382540085,70.73%,29.27%,53.05%,53.05%,0.1767745217992411,-0.2378073856490064,
2024-10-28,CONSENSUS PICK,Paolo Banchero,7.101457226280456,7.5,2.837876382540085,44.42%,55.58%,53.05%,53.05%,-0.0863590590586043,0.025326195208839,
2024-10-28,CONSENSUS PICK,Jalen Suggs,3.183164445420065,3.5,2.837876382540085,45.56%,54.44%,56.90%,48.54%,-0.113413190309356,0.0590107798640932,
2024-10-28,CONSENSUS PICK,Myles Turner,7.919385520301319,7.5,2.837876382540085,55.87%,44.13%,50.00%,56.14%,0.0587423799994006,-0.1201458887713304,
2024-10-28,CONSENSUS PICK,Aaron Nesmith,4.634667747652773,3.5,2.837876382540085,65.54%,34.46%,49.50%,56.52%,0.1603095810596321,-0.2205764773144749,
2024-10-28,CONSENSUS PICK,Onyeka Okongwu,7.697269853226616,8.5,2.837876382540085,38.86%,61.14%,47.17%,58.68%,-0.0830571731273586,0.0245822004156791,
2024-10-28,CONSENSUS PICK,Jalen Johnson,7.913229766907496,9.5,2.837876382540085,28.80%,71.20%,49.02%,56.90%,-0.2021629935171728,0.143001397844421,
2024-10-28,CONSENSUS PICK,Bilal Coulibaly,4.323196488443748,5.5,2.837876382540085,33.92%,66.08%,49.50%,56.52%,-0.1558605057241721,0.0955936094693292,
2024-10-28,CONSENSUS PICK,Clint Capela,8.73514050360159,9.5,2.837876382540085,39.38%,60.62%,50.00%,56.14%,-0.1062345526350453,0.0448310438631155,
